0,1,2,3
29543,128,45825,1.0
15308,128,45940,0.4375
69,8,46119,0.8125
15901,1,46402,0.5
15,3,46414,0.5625
8,1,46472,0.53125
1911,1,47606,0.59375
13719,2,47633,0.78125
8106,16,47651,0.96875
15,16,47684,0.625
33,11,47704,0.6875
2897,16,47714,0.9375
17,4,47731,0.65625
14063,8,47794,0.875
17635,8,47819,0.90625
10597,128,8041,1.0
45,32,8120,0.03125
70,32,8251,0.0625
57,1,8279,0.21875
5665,1,8314,0.65625
17,8,10313,0.09375
40,4,10462,0.125
18421,64,10557,0.6875
168,2,10577,0.15625
26,1,10595,0.1875
8,1,10728,0.25
84,32,10759,0.34375
6572,2,10781,0.3125
5,4,10795,0.28125
165,2,12190,0.4375
31,32,12376,0.375
43,4,12447,0.40625
11,4,12636,0.46875
12,10,12643,0.5
17,64,13307,0.53125
41,1,13597,0.5625
18638,1,13612,0.75
5717,10,13676,0.625
19390,4,13693,0.84375
8,1,13703,0.59375
12,2,13743,0.71875
16908,8,13872,0.78125
14941,128,14815,0.90625
242,2,14825,0.8125
12471,4,14937,0.9375
13,2,15665,0.875
34296,128,15677,0.96875
4,8,5985,0.03125
6,1,6065,0.09375
2158,2,6128,0.59375
4632,32,6176,0.5
240,1,6210,0.40625
16533,16,7712,0.28125
26,16,7722,0.15625
28,8,11659,0.25
13567,32,11710,0.53125
37,2,11895,0.4375
9,2,12013,0.0625
307,1,12062,0.1875
85,1,12317,0.3125
8,16,12531,0.125
8958,8,12583,0.46875
13784,6,12592,0.5625
11377,16,12659,0.34375
28015,28,13551,0.375
40,32,13575,0.21875
11975,128,67272,0.625
21632,1,67288,0.65625
6329,8,67445,0.6875
166,7,67486,0.71875
50,12,67670,0.75
207,4,67684,0.78125
18,16,68206,0.8125
276,1,68241,0.84375
31056,32,68326,0.875
14229,2,68832,0.90625
576,4,68876,0.9375
13832,32,68883,0.96875
67,3,69122,1.0
13277,1,1172,0.59375
20,8,1220,0.4375
36,32,2890,0.65625
7000,32,2964,0.25
25,16,3058,0.1875
92677,13,3162,0.78125
49,1,3463,0.40625
18,8,3805,0.46875
11087,128,4001,0.96875
19343,163,5398,1.0
7387,16,6304,0.71875
9604,128,6486,0.84375
6,41,6522,0.03125
76,8,7369,0.625
7,1,8683,0.3125
6,4,9330,0.28125
27,1,9418,0.15625
160,1,10135,0.5
9233,16,10161,0.6875
5,32,10295,0.09375
6899,1,10773,0.375
5,4,10826,0.0625
15221,64,10874,0.9375
8465,16,15111,0.75
1352,4,15165,0.5625
11,1,15351,0.34375
6,8,15377,0.21875
1984,1,15572,0.53125
9,9,19605,0.125
110,1,27537,0.8125
4825,32,31928,0.875
246,4,32775,0.90625
11565,8,2396,0.84375
16348,256,2495,1.0
48,4,2683,0.5
9,8,2700,0.125
20,4,2728,0.25
19094,8,2753,0.1875
10653,149,2889,0.90625
42188,2,2946,0.34375
69,8,3122,0.53125
93,32,3184,0.71875
30,3,3225,0.4375
17783,4,3262,0.625
175,4,3286,0.5625
3,2,3554,0.0625
4437,178,3772,0.875
6167,1,3918,0.21875
1829,4,3936,0.6875
21,1,4243,0.28125
13687,60,4270,0.9375
1346,4,4284,0.65625
5030,64,4325,0.78125
7151,256,4416,0.96875
23,4,4597,0.375
2,2,7459,0.03125
10,1,7664,0.40625
10559,1,7673,0.59375
25,1,8212,0.09375
53,2,8417,0.46875
8828,32,8919,0.75
3,32,8968,0.15625
14916,8,8984,0.3125
10581,36,8992,0.8125
3,1,21825,0.03125
78,43,21888,0.0625
634,1,21895,0.25
814,2,22480,0.28125
7925,4,22538,0.96875
73,2,22627,0.09375
181,32,22704,0.125
9127,2,22836,0.1875
51,4,22860,0.15625
14675,128,23045,1.0
10,1,23327,0.21875
32,1,23356,0.3125
69,1,23846,0.34375
320,32,23881,0.40625
1114,5,23895,0.4375
7743,1,23904,0.375
20526,4,23928,0.46875
7172,128,24433,0.8125
83,1,24715,0.5
13004,4,24732,0.59375
9713,16,24869,0.84375
127,16,24907,0.53125
8,1,25115,0.5625
4576,4,25158,0.78125
7484,1,25280,0.75
5813,1,25681,0.71875
23,9,25687,0.625
18,1,25715,0.65625
3,32,25751,0.6875
14292,2,31945,0.875
596,16,31972,0.90625
16,2,31980,0.9375
11536,1,42577,0.03125
28,4,42650,0.0625
25128,6,43483,0.09375
179,1,43515,0.125
13631,64,43528,0.71875
12,1,43822,0.15625
16232,2,43878,0.65625
6809,1,45444,0.28125
17,4,46523,0.1875
132,32,46587,0.21875
4,32,46999,0.25
26956,1,47023,0.4375
21,32,48658,0.3125
306,1,48824,0.34375
45,2,48965,0.375
14808,32,50427,0.625
9,4,50448,0.40625
37,32,50464,0.46875
286,16,50495,0.5
39,1,50868,0.53125
372,1,51260,0.5625
22305,29,51574,0.78125
19788,8,51589,0.59375
122,1,51650,0.6875
21524,2,51701,0.8125
15135,45,52117,0.84375
73,16,52265,0.75
9,1,59209,0.875
203,8,59812,0.90625
11284,16,60107,0.9375
21,16,60153,0.96875
86,16,60173,1.0
41,16,6534,0.03125
3,4,6696,0.0625
6221,1,6777,0.4375
7,32,6829,0.09375
8,64,6855,0.125
364,8,8200,0.625
5,16,8257,0.15625
114,1,8703,0.5625
2,8,8736,0.1875
27,2,8813,0.21875
11989,32,8840,0.28125
13,32,8891,0.25
431,128,8975,0.71875
333,2,8993,0.46875
23,1,9357,0.3125
99,8,9732,0.34375
87,2,9762,0.375
10,16,9964,0.40625
10571,1,10259,0.5
9,9,10275,0.53125
105,2,10350,0.59375
4,1,10464,0.65625
1850,8,10503,0.84375
4,8,10550,0.6875
63,18,10603,0.75
40,1,10794,0.78125
28,4,10812,0.8125
16,2,11270,0.875
43,4,11316,0.90625
30,32,11326,0.9375
43,4,11731,0.96875
10885,128,11898,1.0
109,7,14832,0.21875
15459,2,14939,0.0625
13110,1,17341,0.28125
2,2,18121,0.09375
7,28,18276,0.03125
7052,16,18830,0.125
8144,16,33125,0.5
11,32,34198,0.15625
1197,1,34531,0.1875
6126,8,36233,0.4375
6,38,36391,0.25
15,1,36429,0.3125
3,8,36873,0.34375
59,1,36967,0.40625
6,32,37000,0.375
13,4,37156,0.46875
21,16,39662,0.53125
12492,128,39758,0.59375
95,8,41904,0.625
870,1,41939,0.5625
7,1,44379,0.65625
18952,108,44417,1.0
14313,89,44487,0.96875
5,4,44518,0.6875
21,1,44586,0.71875
402,8,50048,0.75
8,1,50455,0.78125
16,4,50536,0.8125
8,4,50582,0.84375
22,1,50610,0.875
9056,30,50702,0.90625
1199,16,51090,0.9375
7,28,16138,0.03125
7052,16,16692,0.5
8144,16,30987,0.875
11,32,32060,0.0625
1197,1,32393,0.90625
6126,8,34095,0.53125
6,38,34253,0.09375
15,1,34291,0.125
3,8,34735,0.15625
59,1,34829,0.40625
6,32,34862,0.1875
13,4,35018,0.21875
21,16,37524,0.25
12492,128,37620,1.0
95,8,39766,0.28125
870,1,39801,0.3125
7,1,42241,0.34375
18952,108,42279,0.46875
14313,89,42349,0.96875
5,4,42380,0.375
21,1,42448,0.4375
402,8,47910,0.59375
8,1,48317,0.5625
16,4,48398,0.65625
8,4,48444,0.625
22,1,48472,0.6875
9056,30,48564,0.8125
1199,16,48952,0.75
11031,14,49063,0.78125
6286,1,49121,0.9375
16351,25,49152,0.84375
16,9,49205,0.71875
18,8,4487,0.03125
17,32,4543,0.0625
241,17,4554,0.28125
70,3,4626,0.09375
37,1,4683,0.125
66,16,4723,0.15625
20224,256,4874,0.96875
112,1,6396,0.21875
134,1,6407,0.25
8058,1,6420,0.1875
4,2,7680,0.3125
59,1,8906,0.34375
123054,32,9041,1.0
14120,64,9120,0.875
23059,27,9811,0.9375
9320,2,9846,0.40625
14096,8,9898,0.375
3,28,10023,0.4375
11400,32,10325,0.5
10334,1,10536,0.625
6641,32,10652,0.75
5,8,10941,0.46875
15671,16,11106,0.53125
563,10,11161,0.5625
14835,19,11465,0.90625
43,32,11598,0.59375
71,32,11800,0.65625
3593,4,11901,0.6875
127,16,12020,0.71875
7496,1,12135,0.84375
7048,41,12174,0.8125
22,22,12324,0.78125
7507,64,3940,0.375
40,2,4974,0.03125
13,64,5023,0.0625
21641,16,5105,0.59375
10,16,5338,0.09375
41,4,6130,0.125
12,4,6816,0.15625
6772,64,6835,0.1875
15216,256,7025,1.0
873,16,7123,0.34375
23,2,7465,0.21875
200,8,7829,0.25
12,2,8039,0.28125
40,8,8440,0.3125
15,4,10462,0.40625
7,16,11036,0.4375
19155,64,11282,0.5
12999,32,11351,0.65625
5111,32,11395,0.5625
7,21,11635,0.53125
23,1,11653,0.46875
316,4,13443,0.625
339,1,24243,0.6875
14976,128,27440,0.96875
75,1,30698,0.71875
6,4,30864,0.75
423,32,31109,0.78125
13600,32,31677,0.8125
19,1,40407,0.84375
14630,1,40584,0.875
504,1,40639,0.90625
6023,32,40804,0.9375
36297,7,8967,0.375
178,9,9028,0.4375
4912,16,9730,0.5625
347,4,9957,0.03125
7840,1,10111,0.84375
57,1,10150,0.0625
7471,128,10904,1.0
90,1,10923,0.09375
130,8,10962,0.34375
2801,4,11051,0.125
354,8,11843,0.53125
2,1,11945,0.15625
18,8,11986,0.1875
8253,1,12069,0.28125
123,1,12112,0.21875
55,2,12132,0.3125
50,1,12140,0.25
16,64,12154,0.40625
237,16,12166,0.5
10,64,12230,0.46875
181,8,12238,0.59375
3,1,12290,0.625
10246,1,12318,0.65625
8798,64,12838,0.90625
212,3,13264,0.6875
31,2,13313,0.71875
136,2,13333,0.75
22750,2,13350,0.78125
28,29,13505,0.8125
19,1,13521,0.875
795,1,13927,0.96875
2,4,13941,0.9375
411,16,31189,0.84375
30,8,31300,0.25
68,4,31331,0.40625
44,1,31356,0.53125
18,1,31363,0.1875
6770,2,31366,0.75
59755,4,34125,0.8125
28,4,34327,0.4375
40,4,34390,0.21875
14,1,34544,0.5
94,8,34661,0.28125
10,10,34675,0.09375
9,1,34748,0.0625
4,1,34821,0.34375
2,7,34894,0.125
45,8,34903,0.78125
55231,32,34922,0.90625
14,64,34999,0.03125
10334,32,35106,0.875
3,1,35886,0.15625
874,1,36807,0.5625
13,1,36866,0.3125
11562,256,36958,1.0
4,1,37688,0.375
30,16,37801,0.71875
90,1,38025,0.46875
28,16,38365,0.6875
16,32,38459,0.65625
22,16,38478,0.625
19933,1,41708,0.59375
3,8,44872,0.9375
336,1,45337,0.96875
130,8,4866,0.1875
31,4,5922,0.125
25,1,5947,0.0625
315,4,5956,0.21875
29,18,8207,0.09375
139,4,8277,0.15625
13,1,8790,0.03125
495,8,13221,0.3125
43,32,13335,0.25
11,4,13381,0.28125
7067,8,13419,0.46875
10,16,13809,0.34375
4520,4,14221,0.59375
35,16,14277,0.375
2112,1,14380,0.4375
19,4,14477,0.40625
91,2,14832,0.5
8185,2,15492,0.53125
10722,236,15641,1.0
16,1,15659,0.5625
14227,50,15710,0.90625
12581,64,16258,0.875
29804,1,16292,0.8125
16338,8,28306,0.625
24928,2,32754,0.6875
8,8,33233,0.65625
82,1,46277,0.71875
208,2,46305,0.75
18162,21,46472,0.78125
21944,2,46699,0.84375
7,1,47578,0.9375
29,16,47619,0.96875
42,1,20968,0.34375
322,8,21251,0.8125
14,1,21272,0.125
6603,1,21442,0.6875
6608,32,21602,0.9375
4637,1,21654,0.71875
4279,4,21876,0.5625
3,16,21956,0.03125
57,1,22264,0.4375
9,1,22330,0.0625
11764,198,22450,1.0
20,32,22474,0.21875
39,8,22576,0.375
7541,4,22591,0.59375
33,6,22684,0.28125
54,2,23034,0.46875
13,8,24096,0.09375
35,1,25589,0.25
6320,32,25692,0.875
18,8,25758,0.1875
658,2,26062,0.65625
81,16,27133,0.53125
3141,16,28108,0.625
53,1,28119,0.40625
24481,12,28155,0.96875
18225,16,28251,0.5
35,1,28435,0.3125
19,4,28445,0.15625
298,8,28532,0.75
9781,128,28638,0.90625
9268,1,28885,0.78125
1728,16,28899,0.84375
3937,1,3443,0.53125
406,1,3708,0.03125
9737,1,3794,0.0625
24896,39,6826,0.5
10931,4,6950,0.84375
27,64,6965,0.09375
18833,16,7205,0.6875
140,4,7250,0.125
19236,2,7264,0.25
9,1,7728,0.15625
12887,4,7948,0.21875
6,21,8258,0.1875
61,8,8502,0.28125
24,17,8508,0.3125
10235,128,8516,1.0
40,2,8542,0.34375
355,1,8716,0.375
13,34,8793,0.40625
48,32,9676,0.4375
22,32,9685,0.46875
14685,64,9864,0.96875
21221,16,9907,0.71875
7,2,9989,0.5625
22,2,10009,0.59375
36,32,10198,0.625
34,64,10227,0.65625
20643,16,12702,0.9375
12865,32,13703,0.75
2706,2,13710,0.8125
16948,1,13876,0.78125
227,1,14408,0.875
2,3,14914,0.90625
140,8,19997,0.03125
13424,246,20016,0.96875
35,1,20643,0.0625
30,4,21058,0.09375
118,10,22262,0.40625
545,4,22564,0.375
9513,32,22722,0.15625
2819,27,23134,0.46875
109,2,23324,0.125
5611,128,23407,0.34375
5541,64,26090,0.8125
13469,1,26141,0.21875
6359,2,26805,0.25
6603,1,27402,0.53125
7555,32,27491,0.5625
8,8,27567,0.1875
39,6,27746,0.28125
2,4,27777,0.3125
15,1,27849,0.4375
13,2,27963,0.5
68,32,29121,0.59375
8,16,31653,0.625
12213,38,31717,0.65625
52,8,31750,0.6875
7482,128,34224,0.71875
21,8,35309,0.75
25,32,38208,0.78125
96,4,39455,0.84375
13091,197,39511,0.9375
32,1,40387,0.875
7108,32,42334,0.90625
17878,64,42516,1.0
19,4,5295,0.03125
9443,2,5316,0.5
25476,16,5339,0.5625
3964,1,5765,0.0625
13379,6,5769,0.28125
15,5,5986,0.09375
261,32,6031,0.125
6419,16,6077,0.46875
12,4,6963,0.15625
54,4,7168,0.1875
74,8,7243,0.21875
20,1,7375,0.25
3,32,7379,0.3125
19517,1,7393,0.84375
17797,32,8620,0.9375
13,1,8628,0.34375
8477,1,8740,0.53125
10221,4,8978,0.375
276,79,8996,0.4375
11,2,9257,0.40625
36,35,13434,0.59375
26,1,14070,0.625
13,13,14083,0.65625
11,32,14188,0.6875
8507,128,14536,0.875
15205,13,14763,0.8125
10238,1,14805,0.96875
13632,2,14844,0.78125
7526,32,14852,0.75
18,4,14861,0.71875
28,16,14918,0.90625
7738,16,16630,1.0
23608,16,17639,0.75
1,16,19126,0.03125
12,4,24738,0.0625
233,4,25213,0.71875
153,2,26522,0.09375
10327,13,29394,0.125
23,1,30204,0.15625
26598,16,30242,0.3125
44,1,31499,0.1875
3997,16,31530,0.21875
6538,32,32059,0.875
5705,7,32190,0.96875
36,1,34558,0.25
64452,13,34706,0.375
38,7,36018,0.28125
40,16,40124,0.34375
62,27,40306,0.40625
10004,65,42149,0.90625
42,11,42194,0.4375
10,16,42343,0.46875
7,32,42854,0.5
371,1,42889,0.5625
4584,1,43010,0.53125
21086,2,43470,0.625
158,32,43610,0.6875
144,16,43670,0.59375
8,4,43751,0.65625
22607,16,44535,0.84375
17,8,44752,0.78125
231,32,44767,0.8125
9,1,44883,0.9375
15262,4,44914,1.0
11,11,16377,0.03125
47,8,16419,0.0625
3,10,16556,0.09375
343,1,16602,0.125
38,4,16630,0.15625
10,13,16706,0.1875
18014,9,16959,0.3125
108,2,17028,0.21875
18521,4,17055,0.34375
8446,32,17084,0.28125
6929,18,17095,0.78125
8472,8,17105,0.59375
13,1,17139,0.25
8,16,17564,0.375
59,1,17588,0.40625
59,33,17619,0.4375
77,4,17843,0.46875
1084,32,17950,0.5
11482,32,18020,0.53125
21583,4,18032,0.71875
26616,1,18051,0.625
4168,32,18076,0.5625
9097,1,18230,0.75
24,32,18294,0.65625
207,1,18526,0.6875
6701,128,21276,0.90625
15207,64,21384,0.96875
20032,64,21455,1.0
27,32,21469,0.8125
11558,4,21493,0.84375
7885,4,21700,0.9375
37,2,21723,0.875
50,1,10729,0.21875
4268,4,10832,0.65625
9,4,10837,0.15625
20625,32,12355,0.8125
80,22,12386,0.59375
21577,1,12429,0.40625
19923,16,12707,0.75
51,2,12978,0.53125
7847,16,13027,0.28125
11600,3,13052,0.6875
9671,32,14340,0.09375
11,2,14405,0.46875
36,19,14545,0.34375
295,64,14713,0.71875
7,2,14733,0.03125
30,2,14739,0.125
4144,32,16234,0.78125
43,16,16429,0.375
10,3,16504,0.25
17,1,16518,0.4375
4,8,16584,0.0625
119,16,17856,0.5625
679,8,17870,0.625
115,1,17875,0.3125
52,16,18082,0.1875
14,4,18092,0.5
27,4,60071,0.84375
5150,256,62367,0.9375
79,16,62595,0.875
11,8,62649,0.90625
84,16,259079,0.96875
295,1,259083,1.0
15,11,19500,0.03125
195,16,20552,0.375
850,32,20679,0.0625
7,8,26843,0.09375
307,26,26938,0.125
173,2,27278,0.15625
274,1,27850,0.21875
22,8,27894,0.1875
7,1,28203,0.25
19874,256,28770,1.0
82,8,28901,0.28125
24,7,29013,0.3125
25,16,30066,0.34375
51,2,30201,0.40625
587,64,30335,0.46875
16,1,30608,0.4375
27,10,30634,0.5
8755,26,30747,0.84375
27,1,32420,0.53125
11,1,32913,0.5625
12774,32,32938,0.59375
5293,1,37178,0.9375
136,1,37294,0.625
232,8,37795,0.96875
4290,4,54363,0.71875
7,1,54407,0.65625
8563,8,54422,0.6875
42,1,54712,0.75
64,8,54721,0.875
480,2,55009,0.78125
703,32,55017,0.90625
144,16,55097,0.8125
8094,54,15103,0.03125
10239,16,15807,0.65625
62,2,16143,0.0625
13333,152,17377,0.09375
25,16,19210,0.125
12048,64,34372,0.75
29609,2,34409,0.8125
6833,1,34462,0.1875
12348,3,34510,0.59375
28,1,34536,0.15625
6,8,35199,0.21875
204,32,35267,0.53125
5,4,35649,0.25
7,8,36282,0.28125
21748,16,36519,0.34375
10365,8,36659,0.625
147,4,36666,0.3125
20,4,36702,0.375
11,1,36799,0.40625
81,4,36823,0.46875
186,4,36834,0.4375
17551,32,36845,0.5
8,32,36902,0.5625
7,2,37236,0.6875
6,4,37383,0.71875
4,39,37765,0.78125
35,4,37859,0.84375
10934,32,38171,0.96875
16,2,38352,0.875
146,1,38547,0.90625
2889,1,39004,0.9375
133,32,39903,1.0
10282,16,3750,0.8125
12,1,4191,0.125
36,2,4225,0.28125
41,4,4245,0.375
17,8,4259,0.34375
52,8,4292,0.4375
310,23,4349,0.5625
8077,4,4415,0.59375
14,1,4654,0.03125
14632,128,4745,0.96875
6,1,4824,0.09375
7501,237,4974,0.875
24159,8,6255,0.71875
31193,6,6265,0.78125
25,4,6294,0.1875
15094,117,6601,0.9375
10199,128,6841,0.84375
3,2,6877,0.3125
17,32,7102,0.15625
23,16,7209,0.40625
5,1,7281,0.0625
46205,32,7406,1.0
10673,128,7980,0.90625
8,9,12599,0.21875
5844,4,12633,0.625
79,16,12646,0.5
10789,1,12979,0.6875
11745,4,12993,0.65625
4865,1,13030,0.25
11341,1,17967,0.75
78,4,19046,0.46875
255,16,19362,0.53125
296,1,10947,0.15625
43,8,10978,0.03125
5,1,11013,0.0625
497,2,12396,0.09375
8,32,12479,0.125
158,4,14908,0.1875
50,35,16388,0.21875
9286,16,16625,0.3125
5006,128,17006,0.96875
33417,2,17599,0.40625
11605,32,18046,0.34375
3751,128,18079,1.0
27,32,18212,0.25
3,1,18335,0.28125
6914,2,20154,0.4375
24,5,30555,0.375
24,2,31170,0.46875
63,2,31746,0.5
29,4,32968,0.53125
18,16,33239,0.5625
40,5,33758,0.59375
8145,4,36185,0.71875
3,4,36377,0.625
8321,5,36613,0.9375
15,16,36889,0.65625
9,1,37327,0.6875
309,7,37489,0.75
6901,2,37789,0.78125
109,1,37823,0.8125
4,1,38230,0.84375
4925,17,38517,0.875
5,1,41490,0.90625
19687,4,2626,0.96875
7,8,2638,0.125
6,8,2653,0.25
6773,2,2680,0.65625
817,7,2801,0.71875
4,8,3078,0.0625
44,16,4751,0.5625
7254,4,4755,0.90625
86,8,5037,0.53125
9387,16,5114,0.9375
13,64,5146,0.40625
13,1,10629,0.3125
7086,4,10855,0.78125
8,2,11014,0.09375
7,6,11045,0.03125
30,32,11057,0.4375
26778,8,11076,0.875
21460,70,11607,1.0
33,10,12196,0.375
7,1,12210,0.15625
16955,8,12246,0.84375
25,16,12386,0.28125
281,1,12765,0.46875
267,2,12902,0.5
161,20,13131,0.75
57,32,13171,0.625
12550,3,13481,0.8125
11,1,13489,0.21875
3,4,13565,0.1875
70,2,13627,0.34375
202,32,13695,0.6875
284,4,13812,0.59375
5,1,28379,0.03125
21,1,28472,0.0625
46,1,28510,0.09375
27,1,28820,0.125
292,1,28892,0.21875
7051,32,28907,0.8125
15,4,30127,0.15625
2884,6,31312,0.625
81,32,31353,0.3125
3,8,31564,0.1875
4,1,31660,0.25
10369,32,32126,0.28125
5,32,32185,0.34375
9238,20,32229,0.5
105,3,32844,0.375
3,1,34183,0.4375
5,20,34236,0.40625
220,32,34285,0.6875
5247,1,34369,0.59375
25,8,34463,0.46875
129,1,34560,0.53125
3,64,34578,0.5625
74,1,34616,0.65625
910,1,37375,0.71875
44,16,37913,0.75
10011,1,38067,0.84375
7788,256,38433,0.96875
5,4,38488,0.78125
6026,16,38678,0.90625
10045,4,38711,0.9375
36163,32,38737,1.0
73,1,39160,0.875
11939,16,11186,0.78125
23,32,11195,0.21875
32314,64,11227,0.9375
423,4,11539,0.40625
10449,128,11625,0.84375
7554,64,11656,0.8125
11,4,11981,0.03125
29,26,13659,0.375
39,1,14747,0.09375
132,32,15474,0.53125
109,2,15535,0.15625
4688,1,15558,0.5
9,8,15603,0.34375
12599,4,16102,0.59375
416,1,16193,0.3125
11687,4,16320,0.65625
3953,4,16344,0.46875
3,4,17243,0.0625
12709,16,17262,0.71875
316,4,17287,0.28125
22,4,17562,0.1875
8993,4,17669,0.6875
29399,32,17944,0.90625
13638,128,18126,0.96875
107,64,18196,0.25
14965,131,18298,1.0
5001,4,18540,0.5625
11957,2,18562,0.625
22710,32,18577,0.875
7598,2,18592,0.125
834,1,19033,0.4375
4129,37,19071,0.75
274,5,67067,0.03125
112,32,67222,0.0625
179,32,68623,0.09375
52,101,71637,0.15625
69,2,71671,0.1875
12957,2,71689,0.125
197,16,71749,0.21875
32,1,71793,0.25
14,1,71902,0.28125
108,2,72933,0.3125
106,1,73039,0.375
55,1,73861,0.34375
783,19,73884,0.75
214,8,73899,0.40625
86,32,73917,0.4375
12220,4,73982,0.46875
21604,64,78560,0.625
31,6,78614,0.5
6150,4,78680,0.65625
3557,15,78684,0.71875
7157,1,78693,0.53125
7384,16,78898,0.875
7691,128,83668,0.59375
5,1,83758,0.5625
5,8,83773,0.6875
41,16,83905,0.78125
22,1,84541,0.8125
65,1,85326,0.84375
18,16,85372,0.90625
10545,128,85612,0.96875
3,16,85867,0.9375
10896,1,85946,1.0
19042,32,2880,0.25
7,8,5658,0.03125
8046,256,5952,0.96875
18279,4,5984,0.0625
9921,32,12295,0.125
265,16,12306,0.5625
156,1,13360,0.53125
41,32,13385,0.09375
13099,16,13393,0.34375
55346,4,13793,0.21875
43,1,14919,0.15625
18701,55,15737,0.9375
115,1,16169,0.28125
3478,8,17883,0.59375
19068,256,17889,1.0
10,1,18013,0.1875
26,5,18427,0.3125
24483,4,18914,0.4375
97,14,18949,0.375
106,8,19029,0.46875
14,1,19067,0.40625
12,1,19219,0.5
33,8,20880,0.625
12,2,21285,0.65625
2,1,26201,0.6875
23,1,26719,0.71875
6,32,27617,0.75
10269,1,28236,0.8125
6,1,28845,0.78125
13746,16,29295,0.84375
278,1,29357,0.875
23,4,30735,0.90625
25,8,4072,0.03125
8478,8,4107,0.65625
6066,1,4151,0.46875
180,24,4211,0.0625
158,16,4791,0.09375
25,4,4848,0.125
17075,32,4927,0.1875
15835,32,4953,0.15625
102,4,5181,0.21875
46,1,10508,0.25
18,64,10521,0.28125
32,4,10551,0.3125
96,37,10892,0.34375
28083,8,10930,0.375
28,7,11001,0.40625
5,32,11233,0.4375
9738,1,12836,0.96875
222,17,12891,0.5
10731,1,13509,0.53125
74,16,15249,0.5625
230,1,15463,0.59375
10132,128,15485,1.0
13,16,16465,0.625
50,16,17976,0.6875
5090,1,18418,0.8125
12700,16,18682,0.71875
8028,4,19092,0.75
3,8,19102,0.78125
25399,8,19345,0.90625
977,22,19509,0.875
18,1,19514,0.84375
7156,1,19703,0.9375
11644,64,14623,0.9375
16058,8,21298,0.875
13,2,21846,0.125
32,1,22059,0.28125
17,16,25426,0.21875
907,1,25800,0.6875
693,1,25822,0.53125
26,11,28552,0.25
3,2,28972,0.03125
20,1,29002,0.1875
4686,1,29503,0.46875
11,28,29591,0.09375
11194,8,30165,0.84375
1083,4,30567,0.71875
327,1,30615,0.625
1026,3,30634,0.5625
94,11,30816,0.375
13,16,30874,0.15625
19361,140,30900,0.96875
11532,4,30945,0.75
6404,8,31052,0.8125
17828,4,31100,0.78125
2,8,31711,0.0625
28758,256,31820,1.0
48,8,32590,0.34375
134,4,33813,0.4375
308,8,34074,0.59375
134,18,34139,0.5
152,4,34181,0.40625
37,2,34355,0.3125
40211,8,34400,0.90625
325,16,35764,0.65625
32,1,4700,0.03125
25,4,4708,0.0625
8679,128,4744,1.0
16092,16,4903,0.53125
56,16,5047,0.5
61,16,5066,0.09375
13,64,5313,0.46875
6,32,6370,0.125
12,8,6381,0.15625
14344,4,6401,0.78125
3,64,6471,0.4375
4612,1,7455,0.71875
15,30,7474,0.1875
10,16,7960,0.21875
7909,16,8007,0.90625
22723,32,8032,0.96875
22501,1,8049,0.25
6,8,8055,0.28125
5394,24,8121,0.84375
6801,127,8243,0.9375
173,32,8353,0.8125
2223,1,8505,0.3125
6480,2,8639,0.59375
38,34,8688,0.34375
7365,3,8702,0.5625
263,4,8759,0.75
2046,1,9044,0.375
6234,1,9141,0.875
285,2,9218,0.625
45,1,9304,0.65625
756,2,9324,0.6875
1,1,9368,0.40625
329,42,3490,0.03125
5697,32,3948,0.40625
8259,4,5411,0.59375
12338,2,5427,0.34375
136,16,5693,0.0625
2,16,6045,0.09375
1327,1,6636,0.125
5623,1,6643,0.1875
70,1,6848,0.15625
19,4,6914,0.21875
22,2,7001,0.25
13210,6,7738,0.4375
12361,16,8187,0.375
8091,4,8251,0.3125
7564,8,8322,0.8125
13485,2,8516,0.28125
76,2,11571,0.46875
11744,16,11857,0.5
20436,16,11976,0.625
21,2,12341,0.53125
14,6,13071,0.5625
9,32,13130,0.65625
25527,4,13171,0.6875
2587,15,14446,0.71875
80,8,15896,0.75
530,4,16283,0.78125
18,4,16490,0.84375
15304,4,17270,0.96875
51,3,17364,0.875
30,1,17813,0.90625
22409,43,17915,0.9375
6,32,18739,1.0
8,8,74211,0.03125
487,1,74266,0.125
7251,4,74826,0.8125
32,5,74888,0.0625
9,4,75022,0.09375
34,8,75439,0.15625
11355,32,75463,0.84375
2,16,75769,0.1875
17,8,75792,0.21875
4285,22,75821,0.28125
23999,8,75921,0.46875
115,32,75926,0.25
5581,1,76103,0.75
1526,1,76119,0.3125
48,32,76129,0.34375
132,1,76487,0.5625
22,4,76507,0.375
44,1,76547,0.40625
67,1,77221,0.4375
12,13,77410,0.5
8,4,77604,0.53125
16792,4,77655,0.78125
49,1,78058,0.59375
7,3,78099,0.625
15866,3,78154,0.6875
25219,18,78232,0.71875
20,4,78309,0.65625
2472,4,78465,0.9375
22,1,78541,0.875
13482,128,78900,1.0
24394,2,79150,0.96875
5,8,79156,0.90625
17,2,6196,0.03125
10870,8,6494,0.71875
376,4,6513,0.28125
22505,11,6604,0.8125
8536,128,6621,0.625
4614,4,6669,0.4375
163,32,6759,0.0625
2,32,7036,0.09375
1270,1,7119,0.46875
8,16,7169,0.125
19078,32,7177,1.0
8,10,7230,0.15625
12804,32,7300,0.6875
348,4,7622,0.1875
3753,1,7638,0.5
26,8,7675,0.21875
7,3,7748,0.25
3332,1,7776,0.65625
