0,1,2,3
264,32,44071,0.78125
33,1,44819,0.8125
11,32,45735,0.84375
47,10,52533,0.90625
73,4,53299,0.9375
6912,16,54013,1.0
4,1,54348,0.96875
21673,89,2812,1.0
3920,1,2849,0.5625
17883,8,3191,0.59375
6940,175,3285,0.9375
90,2,3964,0.03125
12,16,4034,0.0625
21,2,4110,0.09375
453,1,4207,0.65625
10562,1,4254,0.21875
5417,2,4310,0.78125
2,2,4371,0.125
21128,16,4453,0.1875
67,4,4564,0.15625
64,32,5132,0.25
131,93,5606,0.53125
7469,16,6065,0.28125
17654,56,6170,0.5
13883,64,6231,0.90625
98,4,6275,0.3125
16293,256,6420,0.96875
6420,64,7161,0.625
14938,37,7458,0.4375
124,32,7536,0.34375
219,8,8294,0.375
107,1,8580,0.40625
392,16,9555,0.46875
6,16,12091,0.6875
150,16,13597,0.71875
5,1,13637,0.75
7158,1,13981,0.8125
950,1,14380,0.84375
13,5,14888,0.875
17,1,2740,0.25
12644,2,3644,0.6875
16910,64,3747,0.96875
75,4,4823,0.375
11,32,5098,0.15625
56,1,5120,0.3125
27,1,5147,0.28125
87,1,5153,0.125
43,1,5633,0.1875
20,128,5963,1.0
25,8,5978,0.5625
2,1,6244,0.21875
9,4,6508,0.5
1588,6,6572,0.625
11170,32,6621,0.8125
9681,32,6700,0.9375
15178,16,6771,0.90625
11,1,6856,0.09375
10,16,9552,0.0625
223,5,9909,0.65625
22419,1,9939,0.78125
51,11,10139,0.53125
3,8,10370,0.4375
3,9,14989,0.34375
108,16,15288,0.59375
131,2,15308,0.46875
5813,16,15454,0.71875
219,109,15474,0.75
42,1,15505,0.40625
12257,7,16038,0.875
12289,16,16130,0.84375
6,2,16191,0.03125
9,1,3547,0.03125
23752,64,3554,0.96875
92,8,3824,0.0625
716,2,4617,0.84375
17339,64,4676,0.09375
11169,4,4688,0.3125
3,4,4744,0.125
6724,20,4981,0.78125
10354,108,4986,0.9375
7,2,5256,0.15625
15,2,5375,0.1875
16269,16,5453,0.625
211,16,5458,0.8125
22589,2,6227,0.25
16,8,6307,0.21875
5332,16,6340,0.59375
173,1,6413,0.28125
11200,128,6417,1.0
66,1,6449,0.34375
99,1,6694,0.65625
72,16,7859,0.375
64,1,7893,0.40625
16174,32,7951,0.75
5,2,8105,0.4375
8,1,8158,0.46875
11,16,8205,0.5
35,8,8208,0.53125
11,1,8234,0.5625
43,21,8369,0.6875
20,4,8446,0.71875
23,4,9432,0.875
140,29,9441,0.90625
10312,10,22170,0.125
266,6,25517,0.03125
18,1,25663,0.0625
8,1,25740,0.09375
83,16,25913,0.5625
33,8,26075,0.15625
11347,128,26973,0.9375
71,4,27579,0.1875
16792,8,28292,0.90625
6,16,28507,0.21875
424,32,28574,0.6875
20923,32,28605,0.375
11249,32,28638,0.25
180,32,38046,0.28125
4,7,38404,0.34375
11,64,38425,0.3125
11866,250,38727,1.0
37441,40,38816,0.5
42,2,38864,0.40625
23,4,39054,0.4375
176,1,39194,0.625
11,1,39216,0.46875
7,8,39304,0.53125
9,1,39313,0.59375
46,8,39647,0.65625
10922,32,39901,0.96875
1,4,39977,0.71875
9,4,40085,0.75
86,1,40092,0.8125
10915,2,40154,0.78125
2241,8,40202,0.84375
51,4,40248,0.875
5663,32,17586,0.8125
41,32,17748,0.03125
19188,17,18056,0.75
191,32,23749,0.0625
24,32,24533,0.09375
129,32,25688,0.375
5,1,26450,0.125
15068,16,27177,0.71875
13339,256,28850,1.0
5,1,28973,0.15625
382,2,29220,0.1875
24625,41,31150,0.90625
152,1,31214,0.21875
6288,2,31410,0.625
8303,256,34116,0.28125
9182,1,36017,0.9375
17,1,36219,0.25
2599,1,37190,0.6875
285,32,43462,0.34375
22,1,44572,0.3125
13,2,44741,0.40625
11348,16,44805,0.4375
8190,1,44901,0.875
9132,128,45014,0.78125
19,16,45221,0.46875
3,1,45665,0.5
146,1,45812,0.53125
45,2,46325,0.5625
6,2,47050,0.59375
6958,32,47104,0.96875
27,1,47117,0.65625
18,8,47521,0.84375
124,1,67288,0.03125
89,27,67573,0.3125
19276,64,68096,0.9375
32,1,68205,0.0625
42,10,68270,0.09375
13,32,71495,0.125
14,4,78342,0.15625
14,1,79139,0.1875
407,32,79167,0.625
57,47,79671,0.21875
32,32,79707,0.28125
14,3,79803,0.25
1407,1,89633,0.34375
14296,8,90381,0.5
14941,64,90426,0.53125
121,1,90458,0.40625
12724,8,90467,0.375
9,32,90850,0.4375
5,1,90955,0.46875
224,64,91162,0.5625
10,1,91707,0.59375
6,16,91753,0.65625
5,2,92781,0.6875
576,1,92805,0.71875
5,2,96853,0.75
288,1,96899,0.78125
19,2,96930,0.8125
7730,32,97380,1.0
7928,128,97418,0.96875
17,2,98574,0.84375
16252,143,99523,0.90625
56,8,99549,0.875
6020,16,5562,0.90625
18578,8,5597,1.0
4021,8,5995,0.65625
110,120,6557,0.53125
13308,2,6700,0.625
26,8,6712,0.25
66,1,7105,0.375
103,1,7230,0.34375
6,1,7313,0.03125
12678,32,7401,0.96875
9761,1,7461,0.75
212,1,7485,0.5
15733,5,7574,0.71875
19839,4,8155,0.875
6370,1,8201,0.28125
8565,16,8608,0.78125
8,16,9153,0.15625
32,1,9170,0.40625
9,1,9203,0.21875
762,8,11435,0.4375
21,1,11951,0.3125
24,4,13427,0.09375
8621,32,14227,0.6875
8383,16,14472,0.9375
2,30,15442,0.125
63,15,15498,0.46875
8,8,16572,0.1875
12287,32,16941,0.8125
1180,16,21800,0.59375
422,35,22228,0.84375
5,1,22475,0.0625
1018,1,23335,0.5625
520,8,4510,0.03125
7087,13,4536,0.15625
12888,1,4910,0.28125
14976,214,4939,0.5
67,8,5087,0.0625
16080,4,5141,0.21875
28,4,5662,0.09375
38,4,5712,0.125
10576,128,14971,0.71875
7116,13,15129,0.1875
1303,8,15359,0.25
11005,256,15471,0.5625
23040,4,15825,0.34375
101,2,16325,0.3125
796,1,16845,0.375
12889,8,17263,0.40625
3753,32,20362,0.4375
7303,32,20391,0.53125
22,32,20868,0.46875
98313,1,21237,0.6875
589,4,52143,0.625
449,32,52199,0.59375
22,8,52247,0.65625
354,16,60345,0.75
25111,32,60361,0.96875
21385,32,60423,0.9375
8,2,60448,0.78125
99,32,60580,0.8125
108,1,60681,0.84375
10846,32,60689,0.875
417,4,60740,0.90625
9,16,60745,1.0
18443,51,3252,0.03125
5293,32,3377,0.3125
8,16,6821,0.0625
87,8,6913,0.09375
11853,1,7144,0.90625
8,32,8391,0.125
10,31,8414,0.15625
9,8,8442,0.1875
19290,128,9247,0.40625
10,16,9250,0.21875
12733,3,10302,0.34375
20949,174,10352,1.0
12784,54,10401,0.75
3,1,10471,0.25
43,9,10500,0.28125
12,1,10566,0.375
15730,32,11023,0.8125
6578,128,23679,0.5625
1640,16,26979,0.4375
30,1,27327,0.46875
17,8,29433,0.5
114,4,29545,0.53125
182,8,30841,0.59375
6,4,30977,0.625
15298,4,31240,0.96875
77270,1,31291,0.71875
6848,32,31374,0.875
239,1,31443,0.65625
50,1,31613,0.6875
6,32,31782,0.78125
15,1,31862,0.84375
1448,8,31891,0.9375
129,32,9109,0.6875
10,4,9228,0.53125
534,32,9291,0.71875
19858,8,9453,0.8125
3,16,9518,0.28125
88,1,9540,0.21875
13833,10,10327,0.75
8292,64,10405,0.96875
18,2,11262,0.0625
7,2,11342,0.1875
10858,32,11376,0.875
24,1,11402,0.09375
3,16,11433,0.125
14,1,11537,0.03125
15,16,16194,0.4375
29231,12,16253,0.90625
11,1,16302,0.3125
29,8,16595,0.375
9500,24,19290,0.84375
93,4,20235,0.46875
6484,8,20325,0.40625
3,1,20439,0.34375
16002,128,20750,1.0
2438,1,20765,0.5625
3711,32,22103,0.78125
120,1,54630,0.5
518,8,54637,0.625
16,2,54725,0.15625
4241,128,55006,0.9375
6,35,55021,0.59375
46,8,55762,0.25
34,16,55881,0.65625
4059,1,3798,0.21875
32419,8,3831,0.53125
47,8,6508,0.03125
32,4,6544,0.0625
33,1,6588,0.09375
10359,6,6687,0.9375
41,1,6695,0.125
19,16,7023,0.15625
17549,1,7620,0.78125
12,2,7653,0.1875
6348,32,7683,0.5
6,16,7855,0.25
7,1,7967,0.28125
250,2,10955,0.3125
7085,8,13490,0.59375
20,4,13570,0.34375
10547,5,14070,0.375
101,3,14142,0.40625
10689,32,14175,0.90625
13915,64,14201,0.96875
13,35,14408,0.4375
19516,20,14412,0.8125
27208,128,14702,1.0
15985,16,14913,0.5625
76,8,14921,0.46875
10180,16,15125,0.65625
24,2,15764,0.625
155,45,15950,0.6875
146,1,16049,0.71875
30334,1,16096,0.84375
13500,32,16355,0.75
42,14,18437,0.875
6571,1,3754,0.53125
17,1,3990,0.03125
7,32,4025,0.0625
4836,23,4044,0.5625
21276,104,4502,1.0
22025,256,4664,0.9375
14797,32,4740,0.8125
63,2,4757,0.09375
14621,1,4922,0.21875
31,8,5212,0.125
65,16,5861,0.1875
5,4,5879,0.15625
70,7,6201,0.25
6,1,6241,0.28125
3,27,6414,0.3125
14089,256,6508,0.96875
15,1,6855,0.34375
8827,256,7229,0.90625
19379,197,7242,0.375
10,1,19653,0.40625
16066,32,19684,0.84375
31,32,19814,0.46875
26,4,19834,0.5
7,4,19853,0.4375
10893,3,19886,0.6875
13615,64,20160,0.875
28,1,20175,0.59375
290,4,20322,0.71875
4143,2,20375,0.78125
3,4,20432,0.625
14,16,20472,0.65625
20,1,20605,0.75
14,8,3931,0.03125
16108,32,3984,0.09375
5,1,4109,0.0625
296,4,4184,0.4375
226,1,4235,0.125
1375,4,4303,0.59375
56,1,4418,0.15625
814,2,4445,0.6875
27828,128,4495,1.0
2045,1,4628,0.71875
16563,25,4761,0.1875
12,4,4906,0.21875
17,10,6035,0.25
104,10,6052,0.28125
549,8,6096,0.5625
21254,1,6374,0.34375
10128,8,6412,0.625
6,7,6439,0.3125
11,8,6484,0.375
72,16,6502,0.40625
103,4,6550,0.46875
2373,1,6577,0.5
575,4,6582,0.53125
9,4,6671,0.65625
14714,128,6742,0.90625
78,16,6865,0.75
4,14,6981,0.78125
104,32,7014,0.8125
159,16,8782,0.84375
6603,8,8798,0.9375
21,1,8867,0.875
13602,15,8955,0.96875
13987,16,7086,0.6875
38,4,7651,0.03125
101,8,7753,0.0625
22993,32,8346,0.96875
13271,8,8363,0.5625
11,2,8375,0.09375
4930,32,8412,0.125
16444,1,8417,0.84375
5,5,8446,0.15625
14065,128,8455,1.0
15441,2,8465,0.28125
37,1,8503,0.1875
44,10,8509,0.21875
8,4,8616,0.25
15,16,8766,0.3125
25599,64,9171,0.9375
10422,4,9212,0.34375
32,64,9233,0.375
13177,1,9681,0.4375
19,8,9821,0.40625
14576,16,9878,0.46875
14,4,9984,0.5
6443,32,10050,0.90625
8150,8,10380,0.71875
9,2,10797,0.53125
6004,4,10829,0.65625
20485,32,10856,0.59375
29,8,10930,0.625
267,32,11067,0.75
37,1,11090,0.78125
17,1,11125,0.8125
16,64,12234,0.875
186,1,4617,0.03125
16,2,4949,0.0625
10910,16,5002,0.9375
33,3,5023,0.09375
7,1,5193,0.125
122,1,11719,0.15625
8918,12,11858,0.90625
9,32,12007,0.1875
38,16,12286,0.21875
6573,16,12314,0.5
79,8,12385,0.3125
10675,8,12405,0.34375
51,4,12433,0.28125
25149,16,12450,0.25
15,1,12472,0.375
10,1,12932,0.40625
13740,16,13098,0.84375
3,1,13267,0.4375
22501,128,13322,0.96875
49,1,13354,0.46875
1397,2,13410,0.5625
11,1,13559,0.59375
10,1,13570,0.53125
18,1,13650,0.625
7,32,13802,0.65625
3794,16,14036,0.78125
14,16,14040,0.6875
4943,101,14065,0.71875
3,16,14186,0.75
41,4,14213,0.8125
13651,256,15222,1.0
16,8,15330,0.875
132,1,2344,0.03125
22,4,2364,0.0625
44,1,2404,0.09375
67,1,3078,0.125
12,13,3267,0.15625
8,4,3461,0.1875
16792,4,3512,0.21875
49,1,3915,0.25
7,3,3956,0.28125
15866,3,4011,0.375
25219,18,4089,0.53125
20,4,4166,0.3125
2472,4,4322,0.34375
22,1,4398,0.40625
13482,128,4757,0.875
24394,2,5007,0.4375
5,8,5013,0.46875
7,2,5114,0.5
10132,16,5164,0.59375
23073,1,5202,0.6875
2,4,5263,0.5625
2479,12,5277,0.625
10026,16,5325,0.75
70,1,5398,0.65625
80,1,5646,0.71875
13051,1,5829,0.78125
80,1,12188,0.8125
57,1,12504,0.84375
9,1,12632,0.90625
40,4,12894,0.9375
37,32,13499,0.96875
8,43,31036,1.0
14605,4,1711,0.65625
9006,71,1802,0.0625
211,50,2754,0.03125
169,1,2834,0.4375
617,1,2879,0.3125
2520,1,2911,0.25
341,8,2924,0.375
14222,4,3012,0.15625
8,16,3289,0.09375
6,32,3346,0.125
6,64,3499,0.1875
3,8,3599,0.21875
14,1,3887,0.28125
3,16,3931,0.34375
427,1,3952,0.40625
21,1,3971,0.46875
32,10,4035,0.5
4,8,4767,0.53125
9,16,6112,0.5625
28507,1,6299,0.59375
4,32,8965,0.625
20,1,9536,0.6875
3865,8,9744,0.71875
8,8,10142,0.75
7743,4,12169,0.78125
3,16,13147,0.8125
25,1,13276,0.84375
7,1,13340,0.875
30429,4,13425,0.9375
56,8,13513,0.90625
24,1,14013,0.96875
524,2,14807,1.0
47,1,17038,0.03125
7971,128,17058,0.90625
88,4,17193,0.0625
12115,64,17208,0.25
4401,1,18575,0.15625
66,4,18647,0.09375
8363,241,18660,0.96875
12856,12,18670,0.5625
11,19,18689,0.125
60,16,19239,0.1875
8,1,19352,0.21875
28,16,21922,0.28125
16229,4,21930,0.53125
259,32,27949,0.84375
16,4,28017,0.3125
24,1,28711,0.375
23,1,28719,0.34375
77,3,28801,0.40625
13318,1,28841,0.46875
12520,64,29069,0.78125
12897,256,29180,0.9375
10,30,29371,0.4375
82,1,30757,0.59375
10747,3,31006,0.75
15,32,31034,0.5
10190,128,31074,0.875
9720,256,31092,1.0
5792,15,31963,0.8125
171,4,32329,0.6875
39,11,32352,0.625
6,4,32500,0.65625
11105,10,32852,0.71875
62,16,3814,0.4375
20,4,3875,0.28125
855,76,3959,0.6875
46,1,4702,0.125
22231,8,4708,0.8125
137,4,6416,0.375
59,1,6532,0.25
119,4,6581,0.40625
2,1,6712,0.03125
36,1,7139,0.1875
2,4,7271,0.09375
78,2,7337,0.0625
3396,41,7393,0.625
14638,1,7446,0.46875
16,2,7484,0.21875
16,32,8030,0.34375
21108,32,8783,0.84375
29,6,8935,0.3125
14226,128,9367,0.90625
7,2,9393,0.15625
10,4,9696,0.5
15,4,9809,0.53125
3397,1,10861,0.5625
8636,16,10883,0.71875
15991,8,10937,0.78125
15546,32,12446,0.75
2,4,12566,0.59375
68,1,12873,0.65625
11067,128,13694,0.875
10709,128,100651,0.9375
30,32,101059,0.96875
6,32,101075,1.0
19,1,4315,0.03125
49630,8,4661,0.21875
4,2,4694,0.0625
5389,16,4833,0.625
18235,4,4917,0.90625
8351,9,5389,0.15625
21,1,5714,0.09375
6,3,5777,0.125
24690,15,5970,0.9375
9482,2,6067,0.25
22,2,6115,0.1875
1471,16,6181,0.65625
37,32,6198,0.28125
7,4,6240,0.3125
1539,18,6322,0.5
206,32,8261,0.34375
13542,161,8315,0.96875
428,1,8384,0.375
87,8,8388,0.40625
18506,168,8420,1.0
14670,1,8461,0.71875
15,1,8483,0.4375
193,1,8518,0.46875
291,1,8588,0.53125
386,4,8624,0.5625
79,1,8634,0.59375
54,8,8706,0.6875
22,1,9276,0.75
77,4,9355,0.78125
17,5,9400,0.8125
7465,8,9414,0.84375
5427,23,9436,0.875
28,128,4031,0.03125
20360,45,4292,0.15625
143,16,4305,0.0625
2371,1,4543,0.125
16444,256,4649,1.0
26,4,4659,0.09375
16,2,5012,0.1875
9959,4,6916,0.625
13836,5,6921,0.40625
20792,16,8004,0.25
15,32,8070,0.21875
79,4,8124,0.28125
17677,4,8216,0.65625
16540,2,8472,0.6875
5,1,8597,0.3125
5361,128,8699,0.53125
17823,17,8721,0.96875
1157,64,8789,0.375
34,2,8851,0.34375
71,8,9123,0.4375
330,8,9151,0.5
658,1,9593,0.46875
6123,4,12375,0.59375
269,11,13110,0.5625
79,1,21224,0.71875
140,2,21462,0.75
216,4,21597,0.78125
7,7,21716,0.8125
18,32,22352,0.84375
9283,1,22501,0.875
6,1,23137,0.9375
30,8,23140,0.90625
2,4,6024,0.03125
19,4,6252,0.46875
11262,64,6406,0.9375
33,32,6419,0.625
51,8,6896,0.15625
20340,1,6957,0.65625
267,1,7075,0.4375
11271,8,7097,0.375
138,4,7121,0.6875
804,1,7245,0.3125
6227,1,7700,0.53125
5,1,8013,0.28125
7417,64,8083,0.90625
4894,128,8107,0.84375
11410,32,8114,0.78125
183,1,8187,0.25
15,16,8231,0.5
353,8,8790,0.09375
19547,256,8829,1.0
212,16,8885,0.71875
22765,16,8909,0.8125
23,32,9677,0.59375
6452,64,9795,0.875
19275,16,10371,0.1875
23054,1,10680,0.5625
289,41,10709,0.75
4,16,10714,0.0625
940,1,10728,0.21875
11767,43,11028,0.40625
16,16,11121,0.125
14169,256,11171,0.96875
13,16,11349,0.34375
5,101,8003,0.78125
12496,1,8007,0.21875
7468,25,8942,0.75
59,1,8974,0.0625
10720,8,9225,0.59375
60,1,9325,0.03125
131,8,9363,0.09375
41,5,12010,0.125
31309,4,12269,0.5
4949,32,12295,0.90625
29099,179,12318,0.9375
309,24,12336,0.25
22,8,12367,0.15625
16,1,12413,0.1875
420,4,12424,0.34375
9596,256,12638,1.0
7171,32,12688,0.8125
54,4,15059,0.28125
8,12,15093,0.3125
19232,32,15145,0.71875
25,8,15154,0.40625
8,2,15201,0.4375
7,1,15216,0.375
190,4,15714,0.5625
23,1,15748,0.46875
7,2,15790,0.53125
20,1,16241,0.65625
49,1,16283,0.625
9,8,16418,0.6875
7536,6,20087,0.875
7,7,20232,0.84375
10556,12,20332,0.96875
12,4,3327,0.5
6408,23,3433,0.84375
4939,1,3511,0.6875
160,1,3639,0.625
12739,8,3730,0.8125
11823,32,3940,0.9375
4359,16,4048,0.78125
3992,128,4068,0.96875
17,1,6012,0.15625
43,4,6026,0.1875
53,4,6070,0.21875
13911,1,6210,0.46875
4718,1,6419,0.4375
35,2,6836,0.59375
1255,1,7127,0.25
5781,4,7574,0.75
9892,128,7754,1.0
5,2,8947,0.5625
7,4,8981,0.3125
8812,32,9018,0.875
3612,2,9039,0.40625
687,8,9051,0.375
10,1,9055,0.125
8714,32,9088,0.90625
16,1,9144,0.53125
9,2,9212,0.0625
7784,1,9491,0.65625
84,1,9540,0.28125
13,32,10381,0.03125
3,4,10405,0.09375
858,8,12354,0.71875
100,4,12361,0.34375
20229,32,5160,0.96875
13444,2,5286,0.21875
8,16,5322,0.03125
35,32,5351,0.0625
15,1,5619,0.09375
9,4,5665,0.125
37,4,6080,0.15625
23,8,6130,0.1875
15751,156,6325,0.90625
4,8,6356,0.25
583,64,6459,0.3125
11,21,6472,0.28125
18621,32,6539,1.0
8274,46,6627,0.53125
9927,4,6678,0.84375
18057,33,6694,0.625
3576,1,6745,0.71875
111,1,6962,0.34375
109,4,7016,0.375
12997,16,7618,0.875
24,16,7850,0.40625
7,16,8604,0.4375
10,2,8811,0.46875
11,4,9034,0.5
75,16,9318,0.5625
21,16,9342,0.59375
6715,256,9352,0.9375
19653,32,9470,0.8125
9,8,9558,0.65625
159,7,9563,0.6875
48,32,10309,0.75
13,16,10817,0.78125
57,2,27028,0.03125
39,1,27240,0.0625
106,4,27421,0.09375
14965,32,27476,0.875
13,4,30312,0.125
132,4,30451,0.15625
18598,2,30662,0.1875
65,1,30672,0.6875
9,4,31275,0.21875
14059,32,33606,0.25
23,4,36004,0.28125
4,32,36562,0.3125
4200,4,36622,0.53125
86,32,36655,0.65625
22002,2,41113,0.34375
12,1,41182,0.375
6,8,41221,0.40625
3,4,41600,0.4375
3,1,41619,0.46875
146,1,41625,0.78125
44,2,41651,0.5
6754,8,41690,0.625
15929,4,41781,0.59375
314,4,41818,0.75
14,2,41915,0.5625
8059,64,41932,0.71875
10,4,41945,0.8125
26,2,41964,0.84375
13116,2,42093,0.90625
3,4,42135,0.9375
5961,22,42212,0.96875
337,8,42318,1.0
20,4,1999,0.25
23560,128,2695,1.0
2240,8,2705,0.84375
67,2,2815,0.59375
25,3,3061,0.34375
6177,8,3141,0.78125
13786,126,3858,0.96875
246,1,4090,0.6875
9,8,4150,0.15625
1879,8,8346,0.8125
3447,1,8385,0.75
57,1,8450,0.5625
8,4,8711,0.125
48,32,8820,0.5
8035,32,8873,0.9375
42,1,9840,0.40625
6563,4,9898,0.90625
129,4,10074,0.65625
2,20,10194,0.09375
28,1,11050,0.375
3,2,11092,0.0625
25,4,12409,0.28125
26,1,12428,0.3125
9067,1,12590,0.875
18,8,15084,0.21875
48,4,15149,0.46875
421,2,15583,0.71875
51,11,15592,0.53125
15,8,17457,0.1875
89,8,17633,0.625
47,16,17879,0.4375
3,16,18297,0.03125
28,16,7295,0.03125
13,2,7580,0.0625
12077,1,7641,0.09375
4591,2,8021,0.8125
7588,1,8047,0.78125
123,1,8052,0.125
14,2,8071,0.15625
6711,8,8101,0.9375
8,2,8274,0.1875
34414,32,8590,0.59375
12,43,8598,0.21875
4,12,9035,0.25
7892,1,9094,0.28125
24,32,9160,0.3125
3,8,9811,0.34375
16231,32,9931,0.4375
14592,1,9989,0.71875
6037,2,9993,0.46875
27867,256,10013,1.0
27,4,10302,0.375
187,41,10309,0.40625
25038,1,11668,0.53125
40686,32,11836,0.5
7932,4,11917,0.84375
22712,32,12260,0.5625
44,16,13145,0.625
16296,128,13307,0.96875
75,2,13325,0.65625
2351,6,13409,0.75
13,2,13500,0.6875
69,32,14467,0.875
5,16,14500,0.90625
4,2,4098,0.03125
12837,16,4147,0.90625
2,8,4288,0.0625
12406,8,4385,0.09375
21147,32,4545,0.71875
3,1,68523,0.125
142,32,68652,0.15625
14128,8,68803,0.25
14,8,68814,0.1875
1168,1,68933,0.28125
26,1,68939,0.21875
11082,64,68964,0.96875
62,16,70912,0.3125
483,1,71409,0.5
16,4,72517,0.34375
11594,128,72527,0.75
7090,229,72554,0.375
2,2,73514,0.40625
14978,256,73548,1.0
12,5,73578,0.4375
30,2,73597,0.46875
2229,32,74122,0.78125
31,1,74247,0.53125
47,4,74264,0.5625
12919,32,74285,0.9375
1,2,74472,0.59375
237,21,74577,0.84375
7772,32,74610,0.8125
5,1,74929,0.625
26,2,75823,0.65625
14560,1,75842,0.6875
9546,4,78021,0.875
15876,1,10574,0.65625
116,32,10667,0.46875
25510,1,10704,0.53125
26,64,11468,0.40625
18,8,11650,0.03125
4670,64,11656,0.78125
18,16,12692,0.0625
17,21,12975,0.09375
520,8,13709,0.125
49,4,13719,0.15625
16916,256,14444,0.96875
147,16,14459,0.1875
100,4,14597,0.3125
3348,1,14621,0.875
6062,16,14654,0.4375
136,8,14687,0.34375
61,4,15003,0.21875
50,4,15065,0.25
389,32,15088,0.28125
6,32,15398,0.375
4,2,15420,0.5
35,8,17255,0.5625
9857,4,17272,0.625
149,1,18011,0.71875
4,4,18186,0.59375
25,1,18208,0.6875
78,1,19550,0.75
7,4,19684,0.8125
8,4,19720,0.84375
41404,8,19738,0.9375
8068,35,19805,0.90625
10,8,102952,1.0
513,19,4196,0.5625
18,1,4378,0.0625
50,2,4388,0.4375
13507,7,4416,0.6875
3,1,4518,0.03125
4,1,4528,0.15625
60,4,4779,0.46875
28,2,4814,0.25
4963,19,4824,0.9375
80,5,4879,0.40625
2,1,8878,0.125
7736,32,11155,0.96875
50,1,11706,0.09375
13,8,11901,0.34375
14067,16,11929,0.90625
19181,64,11978,1.0
978,16,13139,0.59375
3,8,13429,0.3125
7,32,13772,0.75
854,1,13835,0.28125
53,1,14130,0.21875
8406,1,14212,0.65625
3566,1,14232,0.625
12,32,15039,0.78125
4522,32,16364,0.875
37,32,16460,0.84375
16,8,16547,0.375
163,32,16568,0.8125
15,1,16592,0.1875
73,16,16644,0.5
414,4,16873,0.53125
1805,8,16879,0.71875
8,1,13601,0.03125
7720,14,13642,0.75
17838,8,13659,0.15625
29074,4,13691,0.0625
179,1,13711,0.3125
20643,1,13752,0.46875
10,1,13790,0.09375
31,4,13824,0.125
3,8,13878,0.1875
7614,64,14444,0.40625
4941,64,15155,0.96875
314,1,15993,0.53125
3713,64,16086,0.21875
725,2,16133,0.28125
22,32,16271,0.25
9,8,16293,0.34375
10,2,16329,0.375
18117,16,16335,0.4375
9,16,16352,0.5
87,4,16452,0.5625
666,2,16495,0.59375
13804,135,16504,1.0
76,1,16903,0.625
14502,2,16978,0.71875
24637,16,17313,0.6875
83,8,17363,0.65625
21,2,17951,0.78125
23156,16,18031,0.9375
90,3,18089,0.8125
24,4,18135,0.84375
13238,4,18292,0.875
40,16,18460,0.90625
8637,4,5187,0.6875
17,4,5606,0.21875
7,15,5741,0.03125
338,4,5863,0.5
130,2,6184,0.34375
222,32,6190,0.5625
34,1,6234,0.09375
12,18,6387,0.4375
17,1,6451,0.1875
48393,1,6490,0.71875
6146,16,6508,0.84375
36,4,6522,0.46875
7335,8,6694,0.75
42,1,6995,0.3125
18539,10,7062,0.875
6,9,7188,0.40625
791,8,7258,0.59375
24368,64,7420,1.0
22228,35,7617,0.90625
6710,4,7649,0.78125
18939,64,7696,0.96875
32,16,7758,0.53125
3020,4,7786,0.65625
17447,4,8432,0.625
6,3,8435,0.28125
21825,16,8555,0.9375
17,1,10363,0.0625
30155,3,10564,0.8125
9,1,10599,0.25
3182,2,11051,0.375
15306,1,11157,0.15625
13,1,11178,0.125
39,4,3259,0.09375
329,4,3304,0.15625
20265,3,4029,0.03125
31,1,4361,0.1875
117,2,4411,0.0625
11640,10,4468,0.125
9453,128,8644,0.875
5,4,8669,0.21875
1333,32,8874,0.28125
29,5,8964,0.25
1116,1,10269,0.5
129,32,10320,0.3125
12905,32,11867,0.9375
126,32,11910,0.34375
9458,8,12248,0.84375
44,16,13140,0.375
10,27,13177,0.40625
38,8,13216,0.4375
16,2,13227,0.46875
2,2,13240,0.53125
8730,1,13846,0.78125
12,8,14280,0.5625
30,30,14438,0.59375
10448,128,14499,0.96875
255,8,14555,0.8125
5,8,14583,0.625
8,8,14878,0.65625
19630,256,14918,1.0
313,2,14935,0.71875
46,128,14945,0.6875
340,2,14964,0.75
34,1,15531,0.90625
8,1,6695,0.125
11,4,6722,0.03125
8,2,6767,0.1875
757,16,6787,0.34375
8,16,6850,0.0625
5372,8,6872,0.15625
11023,1,6908,0.25
115,16,6984,0.28125
19,16,7207,0.21875
88,8,7252,0.3125
29,4,7300,0.09375
7954,64,7419,0.59375
57608,32,7459,0.75
13365,5,7512,0.5
18,16,8091,0.375
4,16,8115,0.40625
11,1,8367,0.4375
57,1,8380,0.46875
5,1,8744,0.53125
26,32,9208,0.5625
9,2,11953,0.625
10,1,12084,0.65625
115,4,12125,0.6875
19,32,12237,0.71875
6052,16,12872,0.8125
25243,4,12888,0.78125
12874,1,17050,0.875
5785,5,17263,0.84375
15647,2,17278,1.0
19,32,17338,0.90625
10,46,17469,0.9375
7302,16,17499,0.96875
7870,64,10005,0.4375
21573,1,10019,0.375
7576,4,10174,0.78125
12,1,10229,0.03125
3437,16,11226,0.25
12,8,11366,0.0625
9083,8,11822,0.1875
10,8,11921,0.09375
148,1,11958,0.28125
5,21,12048,0.125
6,4,12129,0.15625
15,8,12149,0.21875
6416,2,12226,0.65625
11,4,12271,0.3125
13,6,12312,0.34375
5,1,12325,0.40625
295,1,12637,0.46875
182,1,12710,0.5
6,3,12874,0.53125
48,4,12912,0.5625
12716,95,12931,0.625
2,8,13018,0.59375
11839,2,13068,0.8125
9165,32,13498,0.75
2,12,14190,0.6875
13,3,14197,0.71875
