LIN,S3_V1_D3,S3_V1_D4,S3_V2_D1,S3_V2_D2,S3_V2_D3,S3_V2_D4,S3_V3_D1,S3_V3_D2,S3_V3_D3,S3_V3_D4,S3_V4_D1,S3_V4_D2,S3_V4_D3,S3_V4_D4,S3_V5_D1,S3_V5_D2,S3_V5_D3,S3_V5_D4,S3_V6_D1,S3_V6_D2,S3_V6_D3,S3_V7_D1,S3_V7_D2,S3_V7_D3,S3_V7_D4,S3_V8_D1,S3_V8_D2,S3_V8_D3,S3_V8_D4,S3_V9_D1,S3_V9_D2,S3_V9_D3,S3_V9_D4,S3_V10_D1,S3_V10_D2,S3_V10_D3,S3_V10_D4
115.933974,145.127357,72.437212,168.406469,183.938253,241.543952,192.56269,137.302481,83.362458,79.432982,143.914049,144.998896,131.171555,124.230854,95.875197,74.903448,160.771418,224.021045,148.759817,144.805243,76.825755,190.664534,58.614469,185.78301,62.797465,242.90749,180.080621,208.665441,146.976315,200.270633,135.164916,278.006307,187.36722,158.908564,307.730152,148.238126,101.986485,132.851376
252.011701,235.935877,184.399073,116.597286,149.351117,262.563261,179.892017,232.691955,179.889137,149.71842,188.530791,225.082814,135.229765,261.067906,214.233555,301.444798,171.392832,143.132849,217.461325,303.114346,126.198892,338.237651,138.106388,224.634777,189.700626,244.331111,355.891872,139.022681,186.307032,309.457517,233.124327,158.109491,181.399604,220.349512,270.59795,319.541389,162.418753,179.487057
9.940494,9.734758,9.853716,15.253287,14.74905,8.9187,9.744971,11.847799,12.025065,12.430469,7.159341,5.617638,7.652694,10.353467,8.979241,15.263111,9.6277,8.948083,7.908547,8.330879,5.707947,14.186206,8.43751,11.50644,14.750069,10.70581,27.01787,9.146357,5.944409,17.678725,14.164692,8.568435,13.706351,8.468276,24.718158,12.03305,11.269423,16.129566
255.247336,137.608713,242.106233,84.875476,252.346985,296.356846,186.744578,222.835494,158.701677,232.101854,177.886028,240.79383,234.564685,220.735858,174.473242,170.105911,232.377295,245.978805,215.509123,366.541946,168.003037,321.53103,118.057431,282.295103,179.24318,364.174233,340.874154,138.73119,216.769388,315.506505,262.903885,298.44672,240.759677,224.990651,362.766623,446.822137,144.972413,218.64072
407.379828,334.497762,163.695946,119.345549,194.857137,329.69702,263.959337,396.451145,227.371101,320.917,50.85014,230.17985,161.112935,173.141131,108.092535,209.444959,328.666058,147.243422,137.578645,438.203935,230.994307,226.370519,105.721811,364.864815,63.758365,213.695973,356.197347,79.41781,74.718719,307.848998,220.160976,370.959198,215.507387,197.042857,446.251247,227.060366,193.387734,294.880689
672.178107,694.426949,493.689526,348.290759,455.894729,694.963488,288.594008,865.443388,783.041782,725.939669,478.769287,647.834504,360.616073,501.290895,675.836221,593.528192,660.545977,509.718696,507.666217,672.972603,551.242424,769.014922,524.219728,703.40773,555.412721,780.217784,775.57812,589.81562,812.290056,718.588199,685.179813,687.625875,346.77272,569.602369,759.00668,906.20613,521.933884,707.528901
187.574284,107.085553,164.242496,208.94313,161.326962,365.116191,163.904667,277.274142,198.57868,131.736063,103.297461,263.407582,143.274601,163.351846,252.137981,132.940605,196.328728,211.057084,269.351602,303.826898,80.427425,247.378287,205.403437,123.307404,126.837456,248.770214,353.624686,157.792375,123.228346,217.437512,281.48859,215.471096,76.137341,180.354935,325.803033,252.538873,141.922973,255.683515
789.968017,713.120369,655.152264,985.643889,775.901718,1233.630052,1091.249504,1346.072913,978.430048,912.980715,847.208624,1046.427993,783.350718,1138.750276,1166.475407,941.603775,796.476514,1299.967982,1160.96036,895.395915,525.447114,1174.652188,803.435855,749.323943,857.379862,1259.548271,1068.364527,778.926164,849.505316,1088.387845,909.390826,915.692002,978.9985,906.05339,1135.576544,1179.499633,814.043158,881.087331
436.92239,373.67605,330.465097,231.356042,305.184542,597.890313,362.125898,342.196344,419.195454,271.236601,219.340019,364.323028,229.251212,361.287152,341.191545,276.605552,370.515877,295.234308,269.037766,405.124427,231.209804,338.768389,153.438885,475.685227,296.478287,466.825728,497.853302,183.11959,242.584028,416.610396,412.49624,397.692893,259.45511,371.896809,559.233231,481.718981,268.353887,429.041044
1034.469008,625.783536,919.75637,730.612179,955.399321,1065.72844,1324.386463,1812.693528,1120.07613,890.919272,911.548532,1026.308742,1388.645139,929.713419,1019.089314,833.20485,1515.220407,1135.27274,962.492182,1615.449898,451.069842,1218.422271,236.196567,1377.078124,525.373755,1617.901793,1139.634437,860.538802,1036.586491,1298.145324,1078.579263,1362.963077,812.081036,1314.574688,1458.710035,1209.713922,817.066981,1444.62337
134.965287,94.092329,130.825973,115.665394,114.413942,191.22925,143.634798,175.836345,124.677971,172.295623,159.26782,120.602131,106.80475,161.248637,178.422612,247.954736,170.754424,133.412548,159.935358,242.31683,153.369559,180.484347,130.559076,171.164596,142.675229,248.677329,265.825309,132.878731,164.432136,181.69896,234.530787,191.097053,137.895389,149.086211,283.750147,194.620196,145.559858,195.708138
631.068815,567.351261,530.350869,365.569612,399.617489,537.874985,634.53315,614.597991,402.559872,628.510006,624.767838,409.633733,320.672791,514.295134,462.252606,544.590711,382.563384,563.370563,353.634716,749.156334,491.932687,511.887434,430.017833,625.872387,274.012856,543.709146,693.885095,468.52353,348.974842,515.42429,558.357814,551.93368,323.947036,505.134346,586.050902,407.035291,484.560194,500.163815
