SER_1_1,SER_1_2,SER_1_3,SER_2_1,SER_2_2,SER_2_3,SER_3_1,SER_3_2,SER_3_3,SER_4_1,SER_4_2,SER_4_3,SER_5_1,SER_5_2,SER_5_3,SER_6_1,SER_6_2,SER_6_3,SER_7_1,SER_7_2,SER_7_3,SER_8_1,SER_8_2,SER_8_3,SER_9_1,SER_9_2,SER_9_3,SER_10_1,SER_10_2,SER_10_3
146.06658,21.827282,87.91471,12.393548,561.377489,87.91471,811.291906,529.544605,48.863032,11.666883,208.7728,87.91471,15.600066,19.279708,79.172901,29.496074,102.852867,38.027683,17.737765,246.134489,15.650289,593.174128,30.698249,138.511251,14.326739,199.106615,103.842598,391.092708,59.530873,157.313565
114.876043,28.81896,15.74386,8.911094,264.633333,15.74386,167.273076,263.603277,6.1778,15.463607,24.44683,15.74386,14.00357,12.444638,61.448158,4.124864,12.376125,13.596378,17.71458,105.022936,8.561634,437.964744,19.748988,13.933424,14.933947,47.118076,95.545502,92.260902,14.860928,5.208595
109.75585,34.613289,23.655813,16.890674,455.227343,23.655813,244.686944,663.348852,26.021175,19.213043,255.101205,23.655813,52.820931,11.997541,131.932716,65.995849,17.365399,21.563555,25.086127,1109.240167,12.438099,393.343984,19.126812,11.904168,13.16065,218.997659,140.5894,524.904341,34.451191,39.252616
42.833546,26.348152,19.043024,8.780036,260.071647,19.043024,421.124141,533.775392,19.267013,4.784566,249.295701,19.043024,13.926163,10.595576,47.426316,41.412123,20.720745,18.31328,31.477411,147.02359,11.406362,502.50865,22.091759,10.845738,33.406385,96.186708,59.623356,125.610682,18.050313,64.027983
15.961812,20.645951,3.404841,1.917591,36.242069,3.404841,27.652172,88.594153,3.627431,1.918495,2.577208,3.404841,4.531507,4.008605,10.199283,2.342129,2.162828,2.775123,5.359021,21.501192,2.432678,41.374818,3.877902,3.004099,3.889694,14.962773,19.210714,14.547837,3.854446,2.005213
27.737554,11.429203,4.958607,5.591112,139.409658,4.958607,33.51245,157.539657,3.929222,4.57978,4.24014,4.958607,5.408784,6.799279,17.548939,3.757514,5.591644,4.469529,6.770759,25.880447,4.005523,121.439459,6.171978,4.102818,5.592003,15.500196,17.520722,41.527499,18.471902,3.379646
32.125364,26.503194,15.025648,7.869886,172.100997,15.025648,55.090218,257.741293,10.050731,6.499708,14.828926,15.025648,15.09576,15.320415,32.165787,12.941746,19.251937,11.968832,22.083089,60.500758,11.629927,230.587549,21.592452,11.407265,18.202724,49.295658,49.646099,103.183487,31.295119,10.576057
69.024727,57.338504,17.107315,7.930492,117.844496,17.107315,178.422959,164.785025,7.935266,5.128081,19.095433,17.107315,11.905467,13.366213,37.377238,7.388776,7.847354,10.111494,18.158002,139.857545,7.399062,135.43498,13.055327,9.253716,12.701363,77.382427,75.79313,65.83025,8.46574,4.815445
76.690346,31.570043,13.461142,55.836082,244.400433,13.461142,342.16292,501.247319,10.738133,11.140869,91.248355,13.461142,17.686162,13.927324,70.728721,25.995031,19.078361,10.868104,20.428519,222.060419,6.268674,341.923724,22.801947,12.150993,12.698766,83.874075,232.374525,210.214061,83.964514,39.025899
107.259571,101.526851,88.561207,13.143806,440.744818,88.561207,137.129508,560.221831,10.536147,5.553152,13.82463,88.561207,23.579526,14.921109,62.958041,12.075721,10.182278,69.141504,125.32092,116.919779,27.509081,494.201877,75.848923,37.560612,104.730295,167.272293,28.502542,336.625856,26.116485,6.020066
190.311064,19.17565,8.91501,24.739018,201.389161,8.91501,689.760077,658.522103,5.775015,20.940454,326.248388,8.91501,13.185511,11.104023,119.39384,16.277952,8.480737,7.303907,13.486608,175.453851,5.158416,556.955121,15.276094,6.941567,11.303901,52.097343,96.757041,384.73256,11.672991,15.236045
133.047481,31.814123,30.72894,56.628268,335.479131,30.72894,399.119775,691.153892,36.080373,18.489307,64.550817,30.72894,27.071868,27.140673,125.604722,25.100823,32.240906,23.581467,29.669353,316.386852,20.117054,452.964431,31.887797,23.580265,26.722918,133.814076,130.882167,163.893038,26.953611,81.332355
43.803465,29.274212,10.227113,16.264497,107.242133,10.227113,81.401094,155.961126,9.715134,13.925534,7.032902,10.227113,9.022469,7.837728,46.016819,9.006939,20.617422,9.327022,13.698812,210.040616,9.247275,167.908261,9.275861,7.452659,9.039823,32.914623,78.36222,63.986614,17.927162,15.897765
24.021937,17.882941,11.786312,3.251856,129.036556,11.786312,92.820223,568.356497,6.803101,4.459296,156.810425,11.786312,15.584287,7.199919,17.489792,5.645469,3.708747,4.376726,8.397793,53.927207,5.490088,198.227337,10.751621,4.363283,6.799828,32.125077,55.97834,81.199672,54.702554,10.003478
150.431051,179.927453,27.573243,39.510718,559.678939,27.573243,471.67509,1064.135103,19.934402,8.325342,132.656913,27.573243,17.135652,13.603567,117.509736,9.647301,24.457072,13.644805,30.990415,228.050637,12.475198,768.655409,30.105099,12.782107,25.665879,150.160365,27.028513,519.647695,8.831709,29.350691
26.811244,20.077992,10.005301,12.745337,292.501288,10.005301,146.223922,282.281517,8.779556,3.043433,4.335927,10.005301,21.693204,9.142273,19.253572,6.282371,4.881737,8.17847,13.889328,43.109615,7.404272,221.006208,9.771613,7.519764,11.110261,48.072005,38.260572,156.242817,25.618759,3.84363
42.244832,30.689168,22.613744,21.730167,470.88585,22.613744,323.347062,632.177916,6.553226,7.138094,57.811078,22.613744,18.196077,16.426911,41.001,6.149454,15.341555,16.263653,19.671664,333.901746,13.872513,581.87388,31.62763,11.028724,17.948907,102.679917,128.408191,327.779341,22.43613,23.603208
53.085758,12.913229,10.523602,22.321726,1000.286529,10.523602,790.452452,1416.532824,77.831623,5.7838,775.092226,10.523602,19.132702,9.265886,47.246756,75.0403,85.316714,9.003066,18.67481,1184.215656,7.66464,1045.333247,27.333633,7.612733,13.347894,78.291539,367.569077,921.118446,184.013162,150.058537
168.349625,22.229636,13.32299,22.06667,639.932277,13.32299,385.676965,809.617954,9.183937,4.100261,143.24737,13.32299,16.759213,19.465478,80.811881,9.171693,16.442314,10.876496,20.086925,222.162212,9.831863,398.109536,21.282263,12.190989,12.064468,56.948191,157.241779,222.656527,25.14259,8.496838
92.288797,5.977038,4.879562,4.006721,114.66931,4.879562,169.004711,200.713075,6.408494,3.901984,24.07935,4.879562,6.037134,6.443399,86.18824,6.450334,9.58395,3.613292,6.151973,174.754481,4.611558,124.791148,7.648638,5.080356,6.192609,18.053519,123.974579,81.258766,37.219516,7.673095
265.529186,127.189843,126.472559,41.184376,812.2412,126.472559,433.917872,657.190507,61.400216,56.240461,184.1079,126.472559,83.915589,41.818917,173.056676,45.87321,50.873907,74.275222,176.163773,337.295096,93.791282,737.457572,93.725246,88.136537,185.594342,287.358333,238.780244,471.090486,85.83655,45.083582
20.013726,2.566038,2.408602,2.363307,25.026859,2.408602,57.333324,44.449365,2.01729,1.704529,1.690522,2.408602,2.633243,3.674722,26.020501,3.398178,4.489121,1.841515,2.239419,73.905299,2.229478,13.993886,2.849313,2.144432,2.418311,4.168309,70.985422,6.86186,14.770344,3.78574
218.022921,78.582935,47.104683,28.833203,1214.053573,47.104683,451.455399,1034.587865,69.500894,32.452812,464.440233,47.104683,84.622208,26.9716,234.910005,93.572064,72.701619,29.303791,48.426725,1211.983247,28.177526,1477.604218,69.538724,33.362684,26.236863,456.043776,337.909058,1034.328552,66.481783,127.928222
149.829679,28.206122,24.488692,39.510461,232.917846,24.488692,100.019573,285.031414,7.138779,5.846142,26.641266,24.488692,20.385159,12.558703,52.226849,4.569761,20.287772,18.783172,25.765199,298.574637,9.987974,261.695646,21.524861,14.156544,26.101604,53.116047,118.759258,129.519834,31.41117,9.35398
120.265586,33.632136,36.106964,15.201518,660.565686,36.106964,471.590545,360.915284,12.085918,17.634659,1281.708829,36.106964,14.568697,15.994128,89.770927,12.446647,17.252844,16.056921,32.621011,931.630833,24.34073,983.78407,199.492522,12.108447,19.504079,145.297302,165.645206,469.987851,161.795287,33.500783
136.940004,82.106075,88.796395,25.93684,320.019789,88.796395,166.595494,660.724084,32.82647,7.049711,46.490636,88.796395,135.426966,14.998281,87.698735,31.975668,6.726814,53.432829,149.551137,168.152111,42.028759,415.015651,62.151338,9.539267,76.90793,94.103603,96.389452,159.308528,48.796257,36.193456
105.919235,40.856017,14.24276,20.922301,163.934687,14.24276,115.869067,205.702719,4.55077,9.534255,25.057704,14.24276,19.036594,8.657707,46.967582,4.883192,9.183878,11.51653,14.901897,139.955954,8.111974,71.066629,14.680597,7.81164,11.800824,58.042417,30.603668,110.319014,12.365126,10.020461
32.721244,29.360778,6.876007,94.081859,205.917189,6.876007,166.565225,148.983042,11.66281,29.190722,129.07822,6.876007,9.586554,8.047864,74.453946,21.756158,29.955313,5.627645,8.010014,127.164876,5.740569,162.56813,10.071255,6.007764,6.778952,45.67722,105.108061,149.626837,45.623131,103.404664
174.136576,79.572793,21.183628,69.089039,99.578467,21.183628,134.649597,122.911923,75.08059,43.986335,43.599166,21.183628,25.166606,27.373677,126.578264,37.72358,54.383823,20.019412,23.700413,149.608705,18.344241,110.216041,22.15773,18.823843,20.873143,50.868539,132.803868,76.760346,26.331125,167.283002
61.333841,55.070193,8.689129,19.688863,313.184644,8.689129,286.050557,502.906737,13.15887,5.779551,296.840459,8.689129,18.361498,10.322945,20.794334,14.371799,11.470791,6.54991,12.373356,444.514813,3.857309,453.800191,13.565001,5.362434,9.546202,109.80469,249.692005,379.951114,17.143442,18.297815
315.431684,186.411317,128.515713,98.077979,513.215514,128.515713,598.570842,815.391727,74.697536,79.10406,292.484146,128.515713,131.148965,22.555072,226.332408,166.899204,138.70057,175.259204,128.787239,439.171597,108.199541,543.986123,145.251809,132.377413,137.453024,427.282234,230.503012,504.49211,32.665468,188.952596
199.83973,86.452431,202.778269,18.303639,902.88932,202.778269,1284.601049,1484.331098,23.127643,46.171607,484.812059,202.778269,195.126145,18.528837,138.736125,32.785879,54.909095,61.081327,163.505605,800.331883,69.505189,1828.014035,133.489446,77.738838,101.575282,526.174009,83.683296,1019.222669,29.230818,48.408668
154.983911,113.055621,95.986674,34.163981,650.639507,95.986674,798.175432,992.257774,30.951318,22.674441,535.69768,95.986674,91.523262,21.033704,236.587087,38.070393,69.732436,72.814389,105.896161,715.252545,47.011994,934.771307,138.309315,33.650922,82.845885,170.152258,207.914909,375.592328,50.951432,52.591358
269.692059,237.547973,143.642411,194.720259,2038.005764,143.642411,2152.402024,2243.156085,129.785915,102.665062,1591.558984,143.642411,731.112834,32.054375,98.958337,86.677314,132.068026,140.845341,183.833856,1664.029504,96.194481,2388.926137,317.132068,49.675514,257.479553,889.295986,413.677031,2129.607174,139.146825,206.385531
303.754202,41.967359,32.253859,14.671249,478.822591,32.253859,344.250591,337.052763,17.625149,21.457937,78.398751,32.253859,66.834121,31.553308,172.293092,21.330317,24.946231,30.031304,35.24299,21.584222,32.529414,831.482203,101.184178,14.132687,29.537093,407.382362,22.32053,355.688004,148.466509,16.753764
86.248442,71.748615,77.148326,7.363392,310.614707,77.148326,188.226562,390.202886,25.343244,15.150003,51.332715,77.148326,31.181908,18.721892,36.832596,25.864227,27.928495,43.61734,115.197495,89.183266,34.273391,329.201952,37.177336,13.997136,65.401405,202.233715,13.73589,273.481932,34.350538,26.126051
151.390168,123.693339,292.286285,516.704947,3016.553277,292.286285,2533.49389,2941.900302,1114.452245,575.892075,2992.773084,292.286285,79.656262,32.165236,142.951675,847.408238,998.403388,160.623198,214.735279,3917.112068,411.733379,3367.198052,562.583277,128.492458,142.481863,999.28007,1312.186813,2854.22682,775.615488,873.921989
101.685592,80.630744,49.21428,37.339314,486.544943,49.21428,266.585616,527.044791,9.639588,33.338672,133.550971,49.21428,34.17762,28.337793,64.099195,51.753135,23.92236,18.852587,43.174116,169.505168,35.178219,469.755766,47.29345,35.592789,37.788942,169.808636,154.183402,166.158893,34.025228,19.284499
193.485672,75.595388,90.402021,244.078037,1044.60249,90.402021,1614.671984,1914.395722,35.249047,20.332677,1271.389741,90.402021,777.89115,12.994889,268.91932,242.005089,54.230242,27.67051,54.522422,1471.134754,57.272146,1648.76413,80.792107,26.517155,47.300621,504.765904,425.944861,902.268155,114.469959,196.55096
267.479913,70.326208,27.004157,56.585053,1133.745995,27.004157,1712.426719,1037.017479,19.053838,9.697694,425.413927,27.004157,15.056289,12.09622,202.964288,40.161751,65.193604,10.357795,21.295301,347.465417,9.811684,961.845066,50.815479,12.898969,13.684762,128.865803,309.803461,644.643767,43.983269,47.575897
154.951115,160.202762,61.475755,16.280679,904.113777,61.475755,1540.294329,1220.348417,12.799927,11.176804,778.752586,61.475755,72.544639,15.429465,145.422391,79.363982,70.46514,43.635363,147.166833,514.927009,26.533122,1034.023294,115.646665,99.072945,62.633242,288.505732,231.757764,1161.723256,53.557091,17.67963
480.381734,269.912198,97.745422,45.763839,2366.842219,97.745422,1571.924058,2222.023536,18.553943,27.394748,1520.363635,97.745422,50.903745,22.503146,122.05044,35.143666,47.677625,68.27212,165.106621,650.177269,24.890623,1885.282635,175.091002,71.577044,78.68338,449.539986,344.296805,1772.453802,64.893304,42.657881
