FCFS,WFP3,UNICEF,SPT,SAF,F2,LIN,NEW_3_1,NEW_3_2,NEW_3_3,NEW_3_4,NEW_3_5,MEM1,MEM2,SER_1
9363.122694,7216.584682,4916.282355,5045.349453,137.070639,782.26036,3159.754767,5836.673356,5802.033357,6069.937546,6400.097859,4287.352258,2527.002793,125.094151,7528.731684
6508.781562,3093.872435,1667.938544,159.356976,13.905381,27.638318,1897.548594,3748.303456,4272.320354,4434.29739,2834.832408,1748.994397,668.604491,15.42516,3811.991539
10184.051714,7754.518742,4884.301146,4669.646051,915.844225,873.978591,4239.18754,9821.508139,9209.857529,9475.577094,7468.497102,5546.657481,3236.629424,208.572177,8024.527697
21740.858037,13432.467682,7868.002466,9621.188032,3368.712986,3801.453214,7306.774395,13270.567184,13326.776942,14409.111046,12527.969519,11110.954036,6823.713926,1629.425164,29088.119843
5013.515871,2296.376267,641.122058,383.399447,44.231504,46.377405,38.824822,3486.849099,3216.677113,3524.64211,2851.297905,645.202212,193.323146,47.342081,1330.030818
8576.203487,6891.95132,2975.602112,1221.98813,21.508928,69.488857,2233.328186,6237.350873,5979.084099,5631.974343,5207.484296,2391.582783,1644.910667,26.336123,6307.196652
13923.55559,9044.690005,6012.330524,4264.711842,241.380967,200.470866,4067.63358,10171.529136,9647.614042,10322.293156,8005.29,6181.193166,3920.376325,52.987915,21155.208802
4299.770978,1914.490724,1166.349932,655.870403,112.84795,34.463246,742.217989,3864.860625,3947.183558,3721.671553,4267.737392,917.401191,314.462951,29.39728,2740.289266
7830.579432,5890.79482,1731.364249,701.430901,11.735447,36.735851,831.531387,4575.321556,4297.028587,4787.144163,3271.86558,1605.414704,826.941629,30.118227,6544.607417
4504.360674,1525.526067,961.740582,592.449226,21.123307,23.760533,107.025743,2488.366778,2419.359897,3189.264038,3362.953764,642.238586,125.463236,25.688064,1360.708586
2783.258687,990.890285,673.003363,285.394759,10.806559,14.210828,302.733524,2014.042574,2197.750357,2395.295071,2834.101281,198.747499,176.920916,13.000052,144.872068
17850.656754,14457.377134,9409.763378,10322.209578,2504.05849,2670.520897,9891.524237,13751.506891,12283.216561,13730.726406,11357.059089,11960.096295,8956.31979,1758.096538,15780.448047
10116.498394,5266.177364,3332.386205,1419.393678,38.960679,32.528002,1367.088867,4495.546493,4344.546366,4881.085925,4597.36089,1741.894194,768.362129,50.269502,7819.325839
9218.642261,7010.071313,3414.712367,2265.093353,63.881958,676.016323,3451.981819,7792.424763,6670.099028,7426.380873,5940.090666,4265.297478,934.52806,47.351166,6672.259795
13871.413735,10607.060358,6760.31461,6744.858941,662.114276,716.454149,6323.039386,9015.21488,8256.453722,8603.690262,5766.501557,6752.289977,4242.651526,36.752796,23569.942481
8770.792316,3060.807394,3807.698962,1761.765905,18.188209,17.132196,1440.017292,6591.13079,5636.269779,4856.361839,5092.540037,3339.148537,1586.583025,41.50022,5964.7135
2313.036054,1232.55472,448.51881,343.311487,13.388844,19.323604,19.495305,1661.277188,1576.568325,1665.612451,1626.330126,513.29359,283.309014,19.193779,387.087063
3885.77275,2164.680812,1036.986341,1223.351149,70.469182,13.413241,176.153299,2593.336929,2543.885468,3259.36993,2494.522477,1221.824572,516.851657,18.116505,2995.801303
9676.28364,4464.612059,3439.683867,1740.127265,19.106899,36.094525,605.972977,6403.638357,6233.894552,5149.55153,3445.234112,1023.383232,435.052383,22.538178,6238.138471
2842.79586,1095.697702,1339.447594,27.94649,19.303913,31.090966,330.862512,1384.110932,1278.358723,1365.364594,1030.384686,30.645958,307.483875,35.426853,2751.585555
5780.164584,1356.148172,889.443865,270.084252,19.652518,48.835807,890.685628,3004.494346,2448.146739,3789.730531,1924.348976,718.485176,330.071725,23.885274,2072.962288
14397.432387,10770.215683,5258.038137,5694.592391,831.633166,1111.634185,5515.133086,10306.278729,10593.233251,11500.73279,10280.460835,7490.994552,4082.356901,441.766065,20261.88358
9901.168508,6160.887668,4710.834504,4017.630593,137.360753,83.950265,3462.080969,8562.956592,8876.164401,8106.543412,8482.492688,4756.275596,2709.010211,80.519492,9010.799541
4760.403698,1533.062963,659.741496,287.438713,25.947411,27.8817,45.106297,4460.514658,3704.810044,2918.779381,4081.966441,711.103732,312.165335,56.264072,3763.084223
9947.358814,7371.786578,4080.923737,3428.947962,280.8948,467.450865,3109.869432,8181.355024,6908.921699,6619.788736,5544.384634,4693.462846,2212.274181,184.953313,13274.811926
7517.806546,2966.234052,1307.502269,1125.856506,13.814636,47.400507,180.078721,4417.955495,4202.779307,4781.550897,4066.576939,1159.985184,1037.907086,25.221048,6767.352263
8879.809131,5629.101563,2699.662817,1780.298731,36.503487,18.554587,2449.906594,7366.491285,7413.749811,7308.911618,6256.519981,3754.848413,751.360568,39.557412,7431.448391
3419.9015,1485.426771,942.444654,106.907657,15.009545,18.64133,48.767926,3452.338875,3462.3651,4058.884192,3958.149,387.202961,126.893557,20.153427,2594.882268
8538.930405,3821.935868,5724.874891,3227.920393,27.241289,296.418617,2462.330969,4676.942827,4863.254189,5858.137555,5585.764868,1701.031467,815.414917,22.341834,13047.086452
9902.096806,6242.114608,4356.980002,313.699406,20.060974,21.306659,1306.316157,6153.189054,5100.485476,3337.89673,3699.235902,2850.648019,960.469001,23.439214,3272.34624
3751.209682,678.535568,1284.916572,69.791258,27.023123,38.532507,24.538831,3246.251013,2227.485513,2987.257617,1982.671621,237.579145,135.483256,38.96225,1023.031401
14414.252349,10651.370539,6326.226631,5472.142419,948.793285,512.391547,4197.049399,8331.793157,8639.634936,9187.609261,8936.467368,5492.362904,3008.31663,339.623915,21455.696991
6708.790783,3035.125752,1638.338691,1699.438406,16.075545,33.082302,550.428357,6064.407245,5309.268601,4731.569263,4538.791339,2084.914764,551.342786,20.199605,3940.493224
7456.152557,3628.610485,3035.890225,237.769884,15.186662,242.304793,435.646533,2544.881453,2086.432341,2928.743996,1475.450971,481.028011,532.378598,16.151228,6851.316162
14460.476072,11660.791879,6371.273189,6504.977263,771.669286,1501.73414,6836.643554,10010.46762,9848.133741,10109.791401,9544.912564,7595.403875,5057.824369,593.33689,12512.783455
1943.797016,298.662208,212.95079,63.264491,40.119447,31.722318,42.626464,915.322184,789.167358,1120.242441,589.166072,34.498277,116.438247,43.140703,560.191343
7881.950847,6146.87699,3030.790408,2378.163409,158.556038,227.89575,2121.090508,6848.090713,6829.416335,6519.531181,6415.574795,4069.399748,2081.521697,229.632846,5842.066775
11834.54355,7466.961829,4098.07665,3200.636931,14.349463,151.706593,3376.352197,9121.163799,10138.818966,9732.921438,8567.891506,6843.138975,2669.046838,15.73038,12912.637512
6096.044576,3628.978296,2736.024446,675.593239,25.968322,27.159853,439.772557,3266.534587,2462.040168,3172.358017,2087.009887,1480.17708,920.132875,23.237086,4686.401808
