Q3P
37.819223
82.247918
44.644629
38.475494
18.446658
57.869915
18.028193
15.264155
25.888617
28.371458
18.500629
90.752991
22.372798
73.081816
2654.049157
43.039403
25.178718
52.386611
26.801483
38.692359
49.672209
14.536751
1811.996957
39.791453
52.120597
228.025813
41.04927
22.778048
12.558051
51.79674
16.599996
27.664803
509.219882
70.27372
13.516696
190.249021
18.715963
21.454618
14.081205
24.103288
23.15032
21.620429
127.791458
22.622641
19.127116
666.451747
38.274919
191.777408
27.211207
19.827827
