FCFS,WFP3,UNICEF,SPT,SAF,F2,LIN,NEW_3_1,NEW_3_2,NEW_3_3,NEW_3_4,NEW_3_5,MEM1,MEM2,SER_1
329.806376,39.343384,17.811231,4.555015,3.07555,3.365832,4.589602,31.397011,34.183689,32.203062,33.513679,11.377089,6.840477,4.836739,6.333151
345.131881,130.482654,44.772502,50.379595,15.385828,7.049397,5.029612,67.938622,64.892612,82.914044,72.915726,30.308161,13.857167,4.767709,12.663899
580.636096,57.723741,26.894267,13.789224,2.988909,5.641953,10.189854,78.020082,86.095123,105.672443,107.780784,10.165812,12.928611,5.645876,11.671954
619.90322,99.008403,46.13405,31.792187,24.166169,3.253685,4.126042,30.366074,70.941519,44.866104,30.644394,4.192814,15.202749,4.049827,7.70646
1004.80809,392.313255,219.187038,90.490291,12.762154,118.791417,24.880857,73.347325,483.816018,234.161339,42.720986,33.503422,81.414684,14.556116,31.892885
214.680986,83.269791,24.641816,22.809109,5.294628,4.600067,6.639211,129.44059,40.76817,107.421881,14.085,7.312244,19.674816,5.003914,6.779421
222.650084,21.757634,5.510864,13.045193,4.580195,3.190502,4.366373,34.561912,26.493,36.406945,36.863877,3.038882,2.732645,3.061492,4.858786
771.332648,110.692913,44.029928,27.917986,16.520215,3.060517,13.552332,186.70168,156.724338,227.569749,53.372216,3.730114,17.604713,6.577319,20.827994
210.797412,20.025514,14.368185,21.639513,8.643553,2.848166,6.634977,111.549936,116.35931,135.973844,45.459841,3.972328,9.957991,4.953599,6.949837
546.771293,101.339742,29.430469,17.762797,4.403146,3.727172,6.967678,50.96419,44.551462,55.493094,41.718007,5.449292,5.640511,7.459584,19.484736
1455.13146,785.200309,250.637714,160.903924,5.333787,2.234949,6.802,11.147545,38.656231,14.541301,20.149271,8.844536,106.835567,2.954564,20.728177
1051.102387,33.857211,36.392957,18.696897,8.24323,2.928216,12.451962,20.62242,21.125595,51.98007,42.742398,8.122453,22.593482,8.174655,19.002745
247.405451,53.516951,19.696185,18.156461,4.514372,2.909832,6.073226,8.675145,10.744742,9.135572,10.42246,2.29096,31.368749,4.601609,5.058792
1473.55961,101.517239,55.613042,53.691654,34.587378,43.085462,36.31263,87.238258,78.312016,108.324269,127.615288,101.123385,107.754972,44.823688,42.905627
76.414151,53.393243,12.274344,17.983619,1.556241,1.509006,2.059453,2.310872,2.22631,2.310872,2.764408,1.615927,9.93131,1.569699,2.320843
1765.820175,365.737496,135.599299,77.843341,20.686207,22.010487,31.672711,143.862981,204.51379,155.474912,137.93609,26.695007,205.003408,16.666278,25.815436
378.930211,59.99992,33.029282,10.071251,9.39148,7.2211,7.586939,43.900393,72.706221,41.711275,33.92609,5.591512,13.965082,12.954256,8.694161
1173.636099,99.184204,26.813808,13.481368,7.325819,7.421737,9.357153,40.183469,49.262197,51.708996,40.302594,5.283294,62.160792,5.05431,16.967934
612.952411,63.943786,46.473169,39.372427,2.153738,1.874083,20.512542,46.859213,40.247724,66.273406,85.819555,9.003895,68.415721,7.82957,43.351714
201.037017,25.31292,11.42187,20.320281,3.484601,2.562005,6.30233,17.712968,21.312176,29.98182,15.976311,4.583546,21.66404,8.084894,9.44972
209.267967,141.185703,107.013094,103.511776,56.255179,23.238241,5.099916,103.373913,87.823652,90.08293,25.165998,15.445906,64.003208,5.00729,5.574386
254.906971,144.258801,123.459722,169.935338,15.773757,15.409079,21.661549,74.928901,96.051286,78.371494,42.436208,59.877813,113.01455,19.777245,17.824289
572.635625,75.110846,27.22571,43.782781,3.806273,2.51458,3.967109,50.013141,62.745534,96.288437,26.461861,8.095222,19.106333,4.546642,4.435246
728.047267,171.585666,156.059938,181.026269,67.923546,29.753225,129.166076,120.693258,182.268887,151.587334,141.469002,129.974347,105.060103,31.329924,121.207142
1262.609126,206.392718,93.633487,64.754958,31.797435,6.608466,27.305257,98.027274,136.885751,148.780736,208.57428,73.75941,49.790868,15.376037,357.795239
1347.420353,271.519809,79.083401,108.474596,20.609317,13.345582,29.955741,106.532728,150.471906,146.034769,152.186864,60.450737,17.987222,20.54197,35.48932
1971.354955,1185.407698,338.635498,203.595784,43.431318,15.98927,88.020997,637.455683,1445.094773,1136.674584,620.466889,333.607118,202.489591,29.457151,540.847709
472.033429,67.06429,17.523433,21.917214,5.147106,9.021791,19.189729,334.805504,248.85192,351.36641,161.795714,21.948043,20.992192,7.6622,114.477273
338.253094,131.941369,44.554007,38.10683,3.864912,6.537763,6.375385,76.921102,65.012859,154.446428,205.32729,14.166577,23.075811,5.842601,28.806903
4333.423887,2210.583296,572.481437,808.927259,39.802319,11.623535,139.426374,129.789925,782.741081,225.924352,128.640114,144.518086,517.270624,19.879231,1263.770657
594.996863,89.188887,39.500072,48.395437,23.805305,15.077619,19.707101,148.061104,112.742832,158.094153,108.706892,76.004635,32.791225,22.888375,34.543077
2029.643622,599.78992,174.067075,237.943964,3.784127,7.570744,19.979227,20.497106,247.475664,19.274133,50.698071,280.021975,449.964148,6.250664,55.384703
1846.65775,296.781211,48.25467,91.209392,14.941204,7.739229,16.767747,127.436651,73.4317,130.499096,24.209418,56.774449,26.659952,3.910868,216.820157
1676.550709,290.221501,72.722603,94.713296,31.189417,16.909469,19.870342,180.798217,340.437756,401.951288,313.265794,26.875456,228.550156,8.792454,339.542789
2507.379773,351.166615,137.936017,82.099367,13.41783,22.175799,11.910117,282.847858,369.529461,615.01928,418.213343,43.488197,170.709897,11.908121,24.659028
