FCFS,WFP3,UNICEF,SPT,SAF,F2,LIN,NEW_3_1,NEW_3_2,NEW_3_3,NEW_3_4,NEW_3_5,MEM1,MEM2,SER_1
17850.656754,17652.373556,13107.525724,17899.586604,6427.073794,5143.117306,14277.389536,14458.820317,14389.72028,10000.355362,15024.405761,14200.665524,11663.200877,4341.047404,13918.677107
10116.498394,8153.79889,5277.132418,5996.841162,1536.060718,428.350587,4711.63579,4153.624419,4608.85091,2459.593436,4799.871737,4394.601962,3154.745238,62.059719,4536.990715
9218.642261,9396.100221,5344.222918,8986.535187,1196.465848,620.903186,5820.010343,6307.994205,6219.971598,3141.50665,7016.964136,6456.695271,2975.0608,348.914982,4902.113604
13871.413735,13252.287651,7263.725683,11380.804342,2088.492994,1784.06831,8117.01235,8278.056421,7860.668326,5339.329067,9204.18266,6818.862767,4153.972353,1537.30209,8324.837448
8770.792316,7791.414283,4177.819083,5880.251995,189.745753,34.684663,4158.806008,5388.148665,5393.587416,3212.239839,5531.930791,5879.142999,1992.609313,29.999303,3904.671973
2313.036054,1888.545547,774.999478,1338.223614,29.087302,23.81907,239.704733,952.781115,907.301691,1158.541889,1421.006584,1359.577936,454.494594,31.688209,551.008767
3885.77275,3558.839101,2092.791024,2781.466463,29.336905,20.682527,1326.205057,2262.551079,1902.69304,1444.489479,2304.186022,1857.272937,700.408548,23.583909,1186.63912
9676.28364,8599.626275,5140.314902,6741.539666,197.644954,30.468633,3402.194023,6048.158001,5633.510058,3739.234846,6356.281881,3914.285112,1479.855795,72.02928,5837.701911
2842.79586,2382.628828,3795.082815,732.519899,34.801879,17.814145,799.220413,609.045261,594.882201,630.204243,1159.818444,690.076868,312.253937,30.102744,1521.646509
5780.164584,4696.470252,2527.147501,3403.963992,256.629238,60.189634,2813.05943,3450.940367,4559.808135,2010.378012,2259.253517,3142.519895,1562.387834,63.763159,2305.486077
14397.432387,14759.977815,8150.727619,10486.28257,2361.768468,2070.412037,9070.408876,9165.261487,9805.102626,7770.829402,11896.633765,10777.945213,6550.556185,2229.33549,8728.492812
9901.168508,9922.535115,6894.138799,7936.269117,2284.947032,1307.077283,6093.926357,6677.608097,8696.051589,6161.589813,8860.934713,8146.423008,4641.778622,1195.879214,5987.817796
4760.403698,5204.829361,4070.620506,4622.997719,102.865744,27.271047,2203.826931,3481.084991,3375.716113,3328.908954,4893.500045,3776.212866,789.317972,52.431442,3397.802004
9947.358814,11028.071911,4476.419128,9455.310767,1718.976292,1251.514677,4813.15721,6897.391309,5775.938328,4171.347502,7041.1147,6728.996202,4147.444762,1657.037987,6689.117877
7517.806546,6400.442045,3030.990038,4708.116402,653.010859,36.418411,3340.830283,4612.83897,4158.545326,3501.761862,5199.318335,3463.453174,2492.298194,43.746129,2881.6093
8879.809131,8982.791044,4067.211827,6742.787356,242.66741,36.720216,2602.625559,4422.888645,4309.243132,4877.961979,6381.751162,6067.482081,900.430485,49.375119,3146.06953
3419.9015,3749.346335,1542.260997,3470.411106,69.589236,56.872511,1308.123119,2593.79683,2174.06612,2350.926433,3623.731408,2826.308148,1210.809993,64.359913,1896.005728
8538.930405,8416.15075,7202.874802,5577.207925,485.16219,271.841065,4272.939164,4015.825131,4398.540277,3679.716522,4347.946058,5890.670777,884.882058,48.364103,3633.899772
9902.096806,10328.340702,5452.004041,6585.180439,119.636234,84.489494,4928.155902,4141.561909,3984.301483,3131.50054,3799.914152,4228.54406,1468.442205,59.914127,6129.687181
3751.209682,3410.770834,2339.246872,1099.10013,52.556487,27.813794,717.954599,743.166028,852.405934,690.578745,1317.663816,975.911031,555.191363,37.138884,3311.542444
14414.252349,14975.731299,8637.492958,14225.861402,2327.85044,1385.097445,9995.07011,6366.026435,6531.648116,6454.884561,12233.500476,7591.016685,5467.274656,1694.631956,9158.06628
6708.790783,5939.095158,5122.829529,3379.871404,323.576389,210.719716,2177.937685,3336.920543,3234.522803,3727.97632,4792.541047,4288.230946,1993.556754,64.037215,2939.29456
7456.152557,6768.035193,3667.815652,4393.093377,170.834571,28.969033,1258.327667,2694.681414,2534.82845,1462.42773,3463.520883,1782.274867,506.534652,50.331566,2881.591174
14460.476072,15596.382417,8578.042764,11840.680691,2634.509874,1364.702588,8703.590404,10036.621288,10074.304652,7696.167493,10138.79984,9978.843689,6168.204297,1414.9718,9684.584183
1943.797016,910.53277,292.547591,395.441113,69.752526,38.777657,165.675062,252.133935,193.843487,373.379217,420.702631,376.435105,285.588942,38.574767,389.470747
7881.950847,7180.579185,4020.627461,6509.352394,1377.52986,716.945604,3433.674914,4738.117166,5074.247908,4727.140703,6428.287865,5334.763061,2130.624303,727.418904,4037.012327
11834.54355,14680.603491,7268.075051,10895.519753,1134.860968,280.761667,7285.146993,8348.429927,7955.492646,6885.321271,8449.187324,8726.226807,2634.893626,327.490778,7220.580195
6096.044576,5160.864987,2123.728751,5346.377829,123.791296,40.727117,887.32214,2529.212593,1408.120491,1883.548441,3236.371378,2650.312624,1228.78256,32.759991,4789.718793
