SER_1_1,SER_1_2,SER_1_3,SER_2_1,SER_2_2,SER_2_3,SER_3_1,SER_3_2,SER_3_3,SER_4_1,SER_4_2,SER_4_3,SER_5_1,SER_5_2,SER_5_3,SER_6_1,SER_6_2,SER_6_3,SER_7_1,SER_7_2,SER_7_3,SER_8_1,SER_8_2,SER_8_3,SER_9_1,SER_9_2,SER_9_3,SER_10_1,SER_10_2,SER_10_3
53.937842,103.132093,178.67954,356.638535,56.039788,178.67954,1133.153202,1253.520981,195.422765,107.075764,102.203865,178.67954,70.462603,50.895381,96.440319,1131.578658,405.106256,74.801116,248.268419,80.012569,407.771644,213.350399,51.647242,38.815909,49.921367,1182.251653,222.401355,167.82908,81.254846,161.436045
74.161836,1251.585526,535.768719,1047.950192,37.05099,535.768719,1620.314917,1312.293602,1276.920215,1056.858559,42.484342,535.768719,81.082802,219.944463,154.518991,3325.121837,2415.7067,30.477154,316.597941,82.176897,2346.525511,643.186626,46.914881,55.845325,98.939174,1586.327002,1150.904866,168.476664,557.966387,1744.683713
55.920126,65.086618,181.193795,274.39099,42.09228,181.193795,379.461256,740.375291,306.910458,206.721336,63.790061,181.193795,40.496017,53.458001,61.899378,564.79214,867.356458,42.99842,223.328938,69.471633,428.748816,162.099322,83.523208,29.443953,39.154773,301.115834,186.40868,113.160836,46.457602,273.049587
58.576909,612.189385,112.380918,607.730609,74.095351,112.380918,901.878146,1622.640524,1544.611667,481.607404,83.984286,112.380918,105.322773,138.613327,53.095995,403.334536,694.451588,69.084928,573.757539,69.147514,818.676116,304.44372,79.79232,53.318333,50.674762,1127.219946,578.282858,84.489035,185.498561,435.805755
25.315124,142.399247,82.187879,97.254611,28.097506,82.187879,525.475111,491.922753,135.169044,141.348284,40.469334,82.187879,33.723806,39.998576,76.142896,306.977565,245.974424,43.733044,111.906945,20.540754,119.393671,216.453536,31.1974,23.81874,37.214713,251.035578,137.93263,72.341244,137.953167,189.027354
100.024156,1338.051414,894.817529,1805.232561,104.248332,894.817529,946.076468,1967.278716,2102.216214,1569.955579,152.615377,894.817529,98.907422,382.975877,113.430363,1968.785982,2460.191382,117.782349,337.44262,69.077774,2399.157459,656.721458,85.502483,94.119406,83.568585,2725.351664,982.442359,461.014959,570.095661,1438.209051
55.538144,574.705431,551.258903,1308.179802,57.919185,551.258903,1777.115647,2839.215754,1657.599033,325.123624,96.704794,551.258903,53.42333,164.644948,125.209786,841.391877,1693.398956,52.032524,250.38132,60.339897,1922.826337,864.04083,45.002433,72.979565,38.426059,3446.994995,830.910676,243.747876,211.811985,1844.217892
32.399723,323.992229,68.743446,130.81388,40.843901,68.743446,636.437946,588.096496,656.72439,382.061545,75.611808,68.743446,48.188836,32.714122,115.031118,316.981738,710.878743,41.209809,462.394505,40.440557,275.978654,270.901503,33.790415,48.213424,36.709671,786.54854,525.258219,54.746675,176.030047,397.405162
28.077751,423.132048,443.874107,1312.203263,60.162598,443.874107,489.777308,1673.077149,1438.840195,1100.818816,57.682944,443.874107,56.059682,35.452654,45.914977,1026.738636,1265.205108,39.063327,568.05279,35.602867,1833.415596,244.268715,30.13853,32.665905,38.761928,1978.30274,1195.769802,179.21479,217.259687,1386.633531
44.456238,102.385863,73.665948,533.451488,50.311573,73.665948,638.295754,1442.585802,2251.378656,180.342378,63.452552,73.665948,48.868685,200.34042,59.527356,536.787656,746.446326,57.182594,499.297906,48.851387,449.071,377.542874,46.946452,60.268757,62.050668,1664.411696,498.896298,131.232624,122.96519,1853.741519
38.4965,216.887821,85.66483,138.486632,81.470735,85.66483,1499.80182,1409.351126,370.129211,93.26405,57.324288,85.66483,51.669521,36.463829,38.924075,1383.046761,593.542293,46.792117,142.785916,20.468885,467.566398,398.400328,26.09718,49.408074,43.714347,707.097215,476.392375,58.891809,122.524887,149.873547
50.219045,758.47883,509.468261,1442.766631,62.646509,509.468261,1340.166247,1646.230904,1611.945882,1209.638568,51.272144,509.468261,72.491448,945.785282,91.11257,1394.382662,1636.963935,90.6198,478.05029,454.886722,2068.266384,543.620139,81.453451,47.660319,30.531116,2458.647449,1430.877493,232.214283,636.414157,2053.204476
43.431766,71.094622,277.988991,65.565799,63.292685,277.988991,275.506979,740.499281,305.894142,57.948826,56.388259,277.988991,38.232142,35.836714,138.74759,79.815455,122.516279,54.82217,219.342395,87.357323,197.167835,284.781816,38.465562,52.241838,49.9021,605.463922,245.747948,117.273632,55.500787,157.563743
351.935698,2489.668001,880.61952,2531.248026,200.405544,880.61952,1254.733543,3714.509259,3622.003254,1862.484218,91.693908,880.61952,88.533767,1686.4504,202.367769,3095.517263,3028.477707,361.277464,354.395459,448.587048,3169.377234,1026.251343,485.284567,579.873306,478.611992,3040.870449,3734.664569,400.746139,712.87356,2869.978498
1600.259389,5531.230295,5113.38268,5547.303713,2420.859258,5113.38268,7619.079841,7672.703985,10527.961368,6557.90694,1956.188585,5113.38268,2243.330551,5779.410956,3933.451741,5944.00355,8183.248131,2765.998294,3172.961213,4354.544339,8702.085665,5514.667523,2879.621279,2276.359585,2037.14027,8765.116518,8683.608859,3041.764826,4259.233985,8739.683392
62.686695,90.126552,86.326058,95.366015,59.085212,86.326058,668.62197,844.791601,242.618579,208.187529,68.934091,86.326058,61.931904,83.690716,93.791476,111.84641,93.174561,75.260416,118.86302,83.217325,82.445766,130.912432,54.436795,75.917716,75.685159,483.723313,189.720597,60.196846,73.55801,78.156658
28.603375,429.661418,278.921256,1430.421785,59.966503,278.921256,685.189772,1708.793196,2449.437962,350.145267,65.935658,278.921256,70.895451,90.129421,91.535282,482.319294,1426.790483,55.156876,253.589143,62.021668,2614.051565,884.684958,73.397315,30.930817,56.316809,2155.549089,837.552338,172.330305,78.310776,2429.617596
