S3_V3_D3
29.512978
114.536262
35.071782
82.627578
14.12036
66.298069
38.47101
29.248036
27.04043
27.281757
19.462454
57.104543
30.794807
275.416271
1210.991803
55.888088
27.12901
49.883372
29.341972
65.854688
54.631102
20.281096
1459.281548
47.813915
60.01661
24.031729
39.821339
30.648024
21.01084
31.390526
29.468384
23.977627
329.087231
81.414007
24.251839
140.145747
22.993828
46.082053
24.331265
24.917066
61.282762
32.34646
92.660683
27.388115
25.946107
695.716785
48.650708
116.593939
26.91433
32.32946
