LIN,S3_V3_D3,S3_V2_D1,SER_9_1,SER_6_3,MEM2,MEM1,SAF,F2
209.96667,33.902653,59.073157,49.921367,74.801116,57.628446,55.447344,46.800285,38.182747
1001.739748,40.44218,44.986529,98.939174,30.477154,96.987821,344.277256,57.625556,72.535258
388.98982,65.960948,29.610785,39.154773,42.99842,62.530769,110.70886,33.18182,35.711927
351.064689,48.247125,44.540984,50.674762,69.084928,142.704876,138.069439,207.635232,56.853807
123.593857,14.634537,17.047783,37.214713,43.733044,23.734831,102.269489,22.426925,25.594313
1714.472672,82.095182,77.94298,83.568585,117.782349,201.741565,295.923197,1083.237046,226.734015
872.333168,25.763569,29.257929,38.426059,52.032524,36.443617,124.937539,32.492384,26.509645
399.448703,42.044809,26.884867,36.709671,41.209809,32.149101,209.161536,33.310438,32.846489
1429.955202,35.310987,30.279452,38.761928,39.063327,35.104723,206.698268,35.476023,35.979493
190.856327,43.297647,49.732099,62.050668,57.182594,45.545965,199.842136,85.314009,46.144059
150.857164,22.535201,19.136465,43.714347,46.792117,30.39096,101.200347,32.759331,28.990618
1639.951598,55.57549,195.746835,30.531116,90.6198,92.435966,616.425563,597.052996,107.931344
74.754989,45.455629,23.985244,49.9021,54.82217,33.33609,90.599133,27.773914,34.464014
3651.360135,338.691452,517.768824,478.611992,361.277464,1494.449428,1100.955718,1565.390873,566.116021
6872.158732,2392.438257,3477.593998,2037.14027,2765.998294,3934.812072,5347.387502,4617.309887,3180.014464
107.193911,69.04724,69.199458,75.685159,75.260416,54.122786,92.094722,52.319634,66.937224
914.961242,33.304413,42.682081,56.316809,55.156876,62.261863,198.267532,77.705623,51.659706
3294.214513,145.353086,543.958465,274.883223,202.609793,529.370428,2978.969047,1023.026963,360.945235
621.883046,35.669766,29.616224,51.278608,46.144966,34.606512,96.839814,31.956515,31.238439
203.439068,31.913169,35.09577,46.084266,48.199677,36.361674,80.507953,33.318247,27.423734
224.820226,47.034908,82.492466,57.691374,82.183248,45.56976,102.847796,58.293837,34.0454
190.894749,34.896469,26.771092,24.384785,38.550824,23.511901,75.534702,22.715731,22.094008
7505.22292,2185.152612,3018.168433,1485.628027,1884.955036,2406.854914,3819.369605,5914.355209,3344.167234
1386.962598,40.558975,34.145407,53.773691,81.580745,32.377824,246.456871,42.525114,34.600322
1812.074572,160.998476,104.204004,52.565133,68.048852,53.872736,348.972092,324.658272,168.83125
3493.795408,152.826354,413.077942,97.212832,92.332478,245.283782,1409.555621,355.959933,456.151899
530.526689,34.156547,41.251996,59.093196,60.631959,29.373645,85.120736,33.394863,41.107792
86.81565,29.593045,26.826543,43.384857,43.155974,30.229159,49.016381,37.410285,21.895938
99.164468,23.212975,21.498719,45.032291,62.776854,19.325505,55.003429,21.728356,20.705932
212.52011,44.409803,84.253671,68.556563,48.878868,86.952945,77.794571,44.720848,48.685278
147.485233,21.946697,32.379767,25.530282,51.980039,27.37266,84.873766,26.939497,28.138109
378.078799,51.958307,58.065355,49.958833,79.268949,63.480345,216.180453,56.637592,44.704012
3444.538211,696.574834,931.075412,686.669565,720.363555,1448.016884,2144.643706,1692.516687,1071.788146
2875.706298,117.96882,389.181477,92.084484,123.690391,449.313945,1033.069474,659.239151,256.403559
597.731556,27.298471,41.954934,63.624479,62.279678,34.680955,66.627943,41.081233,50.639418
1656.59621,526.716722,739.48727,388.587459,626.518772,750.036861,1390.115864,1313.036625,670.615338
789.890165,43.379844,46.497683,43.87052,54.50031,34.719254,354.988232,59.124286,40.999595
393.814577,47.255381,35.599662,53.572252,83.504812,78.726024,274.837088,49.754897,32.625305
169.591945,53.502984,56.791448,54.922108,49.127524,56.291226,120.225389,56.145463,56.606303
1654.272077,38.621938,29.179806,32.794925,47.28765,31.845495,440.298582,40.294232,29.959742
193.450669,98.984346,77.061322,93.859021,125.406643,55.58535,101.603932,80.833598,68.882186
81.295583,27.34599,21.996206,29.490591,45.936216,36.912226,49.518979,49.678761,24.50741
3940.727287,94.397435,154.175111,89.601982,122.060992,383.770728,925.967829,976.013012,376.414063
919.605906,27.630378,22.46134,31.464886,52.991328,26.877222,203.481259,65.755074,47.138827
166.452245,27.506459,25.478508,38.067897,63.653154,49.051001,66.134809,27.887082,40.701439
4594.876637,553.044712,1052.936841,377.654904,796.281671,820.089267,1532.711972,1928.403926,981.333283
125.123245,40.933755,39.689937,56.936397,58.642654,42.613671,70.576525,45.45237,35.646405
1110.201974,90.639523,332.217673,99.775975,121.221153,226.875077,685.622446,214.16554,63.010639
2475.177918,44.466176,26.721466,52.744402,78.336405,42.47961,665.232475,53.945544,31.196237
167.657207,30.579463,25.155844,60.861487,40.862619,40.039019,121.746752,23.534545,31.48434
