MEM2,MEM4
4.803997,12.993817
5.237966,3.155882
5.565761,7.211895
7.017597,7.99028
8.553167,6.470839
11.781493,21.83364
5.307115,6.669563
3.581163,2.797238
2.040574,2.126423
7.587277,7.80926
4.747318,3.03449
2.942315,3.541923
1.890589,1.526028
6.706582,5.604622
5.905702,3.036175
5.270796,4.035628
5.402403,10.864503
48.039695,77.146168
36.326804,5.024557
6.478181,5.37132
5.159451,7.094953
4.77062,5.581133
