LIN,S3_V1_D3,S3_V1_D4,S3_V2_D1,S3_V2_D2,S3_V2_D3,S3_V2_D4,S3_V3_D1,S3_V3_D2,S3_V3_D3,S3_V3_D4,S3_V4_D1,S3_V4_D2,S3_V4_D3,S3_V4_D4,S3_V5_D1,S3_V5_D2,S3_V5_D3,S3_V5_D4,S3_V6_D1,S3_V6_D2,S3_V6_D3,S3_V7_D1,S3_V7_D2,S3_V7_D3,S3_V7_D4,S3_V8_D1,S3_V8_D2,S3_V8_D3,S3_V8_D4,S3_V9_D1,S3_V9_D2,S3_V9_D3,S3_V9_D4,S3_V10_D1,S3_V10_D2,S3_V10_D3,S3_V10_D4
7060.238753,7112.965988,640.234069,7155.873565,5830.638627,921.310004,3466.106987,6805.50485,6479.95964,7841.012226,3280.237018,1570.146254,3410.702902,6256.813933,2134.066452,1088.738321,1209.24091,2205.339353,2067.024825,4301.242558,1447.846715,1975.716387,7454.76216,2949.683256,6590.018164,2739.663309,6211.783308,1543.364436,1634.613196,3223.99986,9330.16439,2214.363594,6392.411153,5528.229562,2385.205488,5534.438425,7111.49166,5783.946275
6004.230432,8100.430451,4019.317611,6752.8229,7472.501863,5236.186158,4024.613578,8609.634685,6846.369043,7522.383297,2344.723423,1913.585402,4198.817424,8436.209128,1966.290299,2604.358905,1610.327321,1986.550801,1471.067617,6451.24472,3999.333286,2669.063047,7811.976265,2238.950669,7449.060274,2538.946543,8986.865369,221.266177,2123.58207,3697.995238,8399.176924,3102.802872,7608.138454,6960.967168,2750.00751,8524.898573,7067.426261,6477.369576
2564.654634,5101.489052,1066.660052,3499.233625,3463.582419,1172.15154,1785.346771,3699.545735,3580.625369,3165.32892,806.134414,1379.923664,2699.427514,2739.792915,635.054097,893.292458,457.874221,907.852994,519.125814,2995.160609,852.594533,1187.027351,3001.748451,1163.225828,3247.318275,1003.603727,4359.931112,246.954227,1144.581963,568.024413,5774.031602,603.637841,3008.013708,3200.156802,870.737154,3199.59179,4438.936217,4081.290722
3376.501755,4842.824093,2108.887938,3581.191985,3739.018607,2063.860394,2295.855437,5574.362213,3834.693922,4051.591361,1945.245431,2223.826766,2159.814419,4640.157529,1785.729466,1626.739734,1609.014179,2192.305847,1644.707327,3944.049403,2006.002553,1745.158624,4630.706829,2899.036211,4685.182394,2046.692719,4382.6145,1147.765282,1677.739273,2295.347034,5265.346228,1952.833189,3817.935332,3207.22449,1483.679104,4311.394369,3619.619219,3568.619905
1830.148541,2431.7503,546.808154,1733.539746,1990.778018,560.181124,885.739119,2087.719422,1261.253028,2382.132579,235.875136,722.297536,1172.794848,1769.516283,555.348885,797.766073,570.667486,550.692722,528.205545,2138.52747,491.981501,641.843952,1769.745827,695.982138,2250.43982,558.888546,2185.727794,132.983504,468.033962,287.059577,3440.321082,592.953673,1032.405054,1231.075137,568.633835,1712.084697,1837.797122,1653.428399
7090.858051,10915.669595,5475.922225,7532.506484,6558.540729,4191.810041,5256.52339,10058.482823,8491.379133,6515.591118,4055.313925,4198.551827,5808.144053,8092.488585,4508.628619,4552.825106,2327.663335,2984.543335,3800.461102,7260.653016,4970.547493,5348.312535,6812.793684,5321.453705,8426.308711,4358.447472,8922.387592,1747.667648,4177.64771,5878.681681,10142.311694,3639.511814,7369.219027,7214.753461,3378.794925,8329.975398,8442.756043,7172.662203
9206.520359,11402.721363,5722.390846,9548.546824,8769.998887,5605.355919,6469.60675,11401.076072,9321.678525,10103.036836,6568.909557,5878.785948,6065.03364,10543.322055,5880.75647,4512.707783,5895.960794,4413.997478,4651.576,9761.51499,4962.661855,5719.828482,8243.12866,5583.60875,10010.260982,4839.256629,9490.682301,1801.147746,4891.105225,5534.142547,10695.870085,2890.587894,9760.428374,9592.775073,3845.966014,9338.175433,9301.967568,9647.965431
5838.428846,8050.388683,1364.119831,5914.562029,7253.871968,1641.220737,3514.140288,9086.911957,6069.647489,7476.321369,1203.359573,1574.557333,2991.50656,3690.385382,1539.901878,992.304094,930.307467,1800.289772,1291.687926,5290.943323,1231.277786,637.669194,4708.667399,1552.667856,6483.236068,1033.41588,4391.452496,385.068005,651.877216,1611.53573,9320.245226,641.284979,5640.843648,5666.475107,1093.234341,6019.685127,6556.540284,5983.365674
4531.996207,6956.479235,2650.370855,5350.381867,3690.444373,1705.773946,3552.58754,5911.155396,4219.36204,4853.649652,1390.917215,2237.752146,3266.528595,5171.84258,1052.474747,1316.652459,2101.90014,2020.721858,3262.823189,4449.672179,2004.253985,2290.060924,5059.756118,2498.818097,5724.494833,2329.283691,4922.960521,200.889191,2051.181735,3707.098317,4858.264568,2314.92242,4733.175967,4131.912227,2108.401786,4381.657817,5210.281016,5171.461196
5322.146291,7321.64991,3692.456413,6624.673494,5073.154212,2426.516232,3555.950443,9357.687188,7646.735361,4821.64029,3560.311538,2061.096584,1846.651621,6599.52649,3846.214426,4319.398432,2510.90909,2565.757067,2059.776145,6562.140343,3701.849497,3283.328826,4687.176925,5260.904189,5006.13608,4952.526447,7177.490895,1158.913358,1902.871857,5033.173689,7520.310476,4744.073928,6305.594992,5376.98534,3899.371818,4800.138804,7561.828427,6897.997606
