SER_1_1,SER_1_2,SER_1_3,SER_2_1,SER_2_2,SER_2_3,SER_3_1,SER_3_2,SER_3_3,SER_4_1,SER_4_2,SER_4_3,SER_5_1,SER_5_2,SER_5_3,SER_6_1,SER_6_2,SER_6_3,SER_7_1,SER_7_2,SER_7_3,SER_8_1,SER_8_2,SER_8_3,SER_9_1,SER_9_2,SER_9_3,SER_10_1,SER_10_2,SER_10_3
10.649981,13.293324,8.790359,8.914807,13.252774,8.790359,33.610795,49.875389,12.879644,13.220508,15.700164,8.790359,9.960356,22.403127,12.170476,10.412071,14.038208,13.724166,17.982202,8.77183,15.638346,17.818728,10.05563,11.761373,9.542065,15.880305,10.783688,14.534949,8.925844,13.66069
9.958738,7.589424,5.477882,7.692603,6.879119,5.477882,7.892536,55.983065,11.966012,6.83825,16.311436,5.477882,13.809046,5.645259,5.4068,18.860083,8.613463,7.750865,14.447936,4.925211,15.103761,16.189149,5.195899,6.466639,5.739335,7.38004,7.542864,8.262986,9.567707,9.931389
2.701765,2.737149,2.540528,2.47982,2.842787,2.540528,4.244075,5.250628,3.060975,2.506286,2.602564,2.540528,2.85436,2.761592,2.768761,2.843554,2.51638,2.840714,4.448572,2.609975,2.615087,3.389667,2.360913,3.016626,2.772229,5.880064,2.34412,3.123079,3.019825,2.48849
20.839061,21.795669,16.951764,21.212203,23.012173,16.951764,63.93542,37.862552,27.17712,17.935139,48.95144,16.951764,19.133375,15.313656,18.237963,30.37291,25.245341,22.530915,45.760287,17.382395,23.51822,28.987211,18.696825,18.84351,19.44176,36.664082,24.649147,19.4079,24.964159,17.405636
10.917813,8.998109,8.205387,7.84019,9.861856,8.205387,33.00811,18.936216,13.645349,8.478852,31.049747,8.205387,8.635249,9.258039,6.732904,20.916974,34.586889,9.324307,15.979686,9.229632,13.931629,18.073732,8.319002,8.490633,8.924189,15.719603,11.9396,6.858523,9.847225,6.072424
9.892959,9.832994,9.473934,14.034748,8.411169,9.473934,123.153501,146.51003,28.922227,8.020723,37.914271,9.473934,11.799708,10.010724,7.815248,59.974125,14.160852,7.921493,61.307279,7.55698,31.021151,18.517731,7.572096,10.419405,9.429682,41.015803,16.77688,11.461331,9.587976,9.924508
17.212585,14.612171,16.750144,16.600896,22.150434,16.750144,58.524985,23.87125,91.877232,15.962192,28.145423,16.750144,14.953112,16.053129,16.207334,18.922534,27.432229,12.82455,28.076805,16.701495,18.143273,16.53289,12.938439,19.476796,19.316396,23.360356,17.093628,26.365026,12.236026,17.982486
28.026621,29.063239,39.199189,85.447323,37.597991,39.199189,329.401776,120.636097,36.903792,34.271337,111.796571,39.199189,28.110151,26.535034,36.859341,45.612584,83.963188,52.708672,108.200883,24.350114,29.043573,119.842014,30.690144,43.552237,29.066902,263.865691,27.3816,40.869429,26.827106,49.023009
13.798316,16.539874,14.270308,20.77211,12.840943,14.270308,103.292052,126.346706,18.448174,7.492349,47.688432,14.270308,16.543035,11.500596,15.200776,18.58581,14.499117,17.563049,53.023337,17.362785,13.480834,47.872254,10.991605,23.731736,18.619863,129.735423,12.487876,23.500905,8.447625,17.082577
11.054921,11.041024,8.83898,54.035341,159.203243,8.83898,411.32059,35.792658,36.525227,15.642498,46.104074,8.83898,27.677125,10.165508,35.728063,18.838588,43.000753,25.098689,38.234904,13.756178,13.064344,48.296344,12.076848,16.087424,14.239495,32.675504,65.953414,16.41952,37.293773,50.849689
