MEM2,MEM4
18.065259,18.124544
7.372439,11.726049
19.178571,25.151401
16.374955,20.028401
15.289077,16.037412
20.886211,20.777516
13.27277,11.457997
7.039487,5.311426
2.855254,3.838882
14.854626,14.269707
8.115646,13.74739
5.232044,12.095711
2.358887,2.783873
14.958057,14.987184
8.926543,15.399667
7.410039,7.530241
12.484593,13.590027
109.319753,59.53686
19.091273,29.137276
15.08961,23.904877
8.740215,8.992494
17.545692,30.576189
