MEM2,MEM4
16.546741,15.278505
10.774461,13.005204
12.618476,24.708769
19.229011,17.990601
13.708914,15.562127
24.816791,24.461292
8.806403,8.133843
7.993898,4.835094
3.643054,4.371046
12.768484,10.509949
16.82198,10.746937
4.495753,5.689998
2.35416,2.460865
14.815575,14.524357
24.826378,16.194392
8.238435,7.331844
13.482063,12.2973
28.481137,44.12852
9.710505,23.187162
23.281432,20.937581
10.482519,7.348028
9.00738,19.406562
