25232,32,3770,0.3125
1112,1,3946,0.03125
16,8,5789,0.0625
14618,16,5824,0.09375
43,16,46723,0.125
233,1,47298,0.15625
13991,32,47913,0.65625
13,1,47950,0.1875
9294,2,48089,0.21875
4,2,52717,0.25
52,16,52807,0.28125
4509,56,53020,0.34375
84,2,53026,0.375
8,2,54350,0.40625
22,2,54437,0.4375
8197,64,54488,0.46875
17835,1,54590,0.53125
140,64,54675,0.5
361,1,54848,0.5625
316,8,54912,0.59375
8,32,54968,0.625
12823,8,54993,0.6875
7,2,60792,0.71875
1188,4,60803,0.8125
94,1,60967,0.75
203,4,61329,0.78125
9224,2,61717,0.9375
3104,128,61751,1.0
12,2,61804,0.84375
17,16,61847,0.875
2,3,61893,0.90625
4,2,62588,0.96875
