25,32,5288,0.34375
24,32,5363,0.3125
4,5,5402,0.09375
7,4,5458,0.21875
25,21,5875,0.28125
15893,128,5897,0.96875
5931,8,5944,0.75
16,4,6260,0.25
3,32,6356,0.03125
7095,79,6362,0.9375
17157,64,6373,0.875
46,1,6387,0.125
10480,2,6470,0.625
7648,256,6482,1.0
25,5,7407,0.0625
9,5,7466,0.1875
13164,16,7648,0.5
192,16,7713,0.4375
79,43,7916,0.40625
105,16,8548,0.375
10,8,8610,0.15625
30,8,9983,0.46875
6,16,10213,0.53125
10834,9,10224,0.71875
17940,8,10325,0.90625
96,1,10404,0.5625
172,8,10550,0.59375
4,4,10592,0.65625
16,32,10902,0.6875
5687,16,10949,0.84375
58,16,11140,0.78125
143,1,11203,0.8125
