21,16,8833,0.28125
13127,16,9214,0.84375
16,4,9813,0.21875
10724,256,9840,0.96875
8132,32,9888,0.90625
104,4,10129,0.375
7,1,10153,0.03125
7295,8,10464,0.75
142,32,11677,0.65625
95,64,11759,0.9375
5,16,11813,0.0625
424,16,11868,0.78125
48,1,11908,0.34375
50,15,11929,0.5
5,32,13526,0.5625
15411,1,13551,0.46875
6115,1,13899,0.4375
47556,32,13977,1.0
18372,16,15330,0.875
11596,4,15818,0.6875
5,45,16831,0.53125
15463,2,16875,0.71875
11092,10,16939,0.8125
48,1,16994,0.3125
618,8,17019,0.59375
10,2,17075,0.09375
2158,8,17927,0.625
190,4,19036,0.40625
12,2,19765,0.1875
3,1,19796,0.125
19,1,19952,0.25
5,1,20027,0.15625
