6263,2,3893,1.0
23379,4,3912,0.46875
139,1,4268,0.15625
37497,2,4300,0.6875
10,32,4506,0.65625
9,1,4534,0.3125
50,1,4543,0.78125
101,8,4865,0.875
13906,256,4876,0.96875
7049,1,9583,0.25
67,8,10356,0.03125
7,2,10380,0.28125
57,1,10503,0.40625
135,15,10531,0.21875
6069,1,10599,0.0625
1368,8,10616,0.625
15718,1,10619,0.1875
12,16,10680,0.09375
17,12,10730,0.34375
14305,32,10947,0.75
27,4,11029,0.375
152,64,11300,0.84375
14,8,11659,0.53125
11184,2,11690,0.5625
40,1,11707,0.4375
202,1,11947,0.8125
52,1,12063,0.125
10718,8,13233,0.9375
10,32,13292,0.90625
19595,2,13448,0.71875
16,1,13454,0.59375
5,16,13540,0.5
