114,15,31373,0.125
243,4,31423,0.34375
8392,1,31715,0.09375
10134,128,31747,0.5
4353,2,31872,0.28125
12,16,31953,0.3125
243,32,32124,0.40625
71,1,32789,0.21875
12830,1,33200,0.375
20,16,33385,0.15625
94,1,34984,0.1875
4,8,52509,0.0625
24796,8,53872,0.25
11,32,54920,0.03125
133,14,62442,0.4375
23,4,62577,0.46875
18,2,72512,0.53125
63,1,72707,0.5625
18389,2,72748,0.8125
18,4,72783,0.59375
20029,8,73783,0.625
26873,1,80356,0.71875
19898,1,80383,0.6875
73,1,80441,0.65625
1004,2,80554,0.75
31,41,80890,0.78125
7782,1,81761,0.84375
78,32,82401,0.875
676,1,82492,0.90625
17440,2,82738,0.9375
4,4,83202,0.96875
7926,4,84169,1.0
