16224,128,7772,0.90625
6441,4,7782,0.4375
13030,4,7798,0.03125
5,1,8481,0.0625
21140,32,9013,0.53125
10560,64,9382,0.34375
21,4,102598,0.09375
6,4,102768,0.125
5,2,103095,0.15625
33,16,103189,0.1875
18,16,103417,0.21875
7067,64,104086,0.25
16131,1,104174,0.40625
16,1,104839,0.28125
13206,32,105295,0.3125
12014,1,105556,0.375
104,1,106137,0.46875
89,32,116549,0.5
189,8,119694,0.5625
4593,78,119869,0.59375
3,15,120337,0.625
926,4,121780,0.65625
29475,199,121955,0.96875
72,16,122938,0.6875
15,32,124428,0.71875
6654,2,125702,0.75
13,2,125946,0.78125
135,4,126122,0.8125
4,16,126498,0.84375
10,2,126827,0.875
16542,2,127802,1.0
17,16,131758,0.9375
