1570,64,17304,0.03125
2,32,17311,0.0625
129,1,17670,0.09375
229,8,19299,0.125
16346,1,19304,0.625
3648,1,19380,0.3125
844,64,19431,0.15625
86,8,19491,0.1875
5454,3,19609,0.21875
14158,256,28877,1.0
49,32,29112,0.25
11858,64,29164,0.90625
9,13,29197,0.28125
6,3,29429,0.34375
41,4,29523,0.375
152,1,29580,0.40625
12187,1,30123,0.46875
6,16,30335,0.4375
7870,4,30440,0.6875
8088,1,30582,0.75
160,4,30599,0.5
3307,16,30622,0.53125
10,8,31193,0.5625
46,64,31210,0.59375
237,1,31249,0.65625
7793,35,31281,0.78125
6,6,31542,0.71875
108,16,31763,0.8125
33,16,32033,0.84375
22,8,32125,0.875
298,33,33044,0.96875
7,32,33057,0.9375
