49646,1,23059,0.75
6872,3,23138,0.03125
38,1,23547,0.0625
7200,1,23608,0.15625
5923,128,23897,0.1875
12809,8,23974,0.09375
193,128,24645,0.125
3,32,26221,0.21875
13,4,26263,0.25
26,1,26688,0.28125
13660,1,35006,0.3125
135,1,35944,0.34375
200,32,36247,0.375
12537,3,36575,0.40625
23468,128,37569,0.9375
4,2,37716,0.4375
5260,2,39821,0.46875
9,8,39984,0.5
11,4,46191,0.53125
22,4,46290,0.5625
14,4,46300,0.59375
125,32,46487,0.625
47,12,46559,0.65625
7,1,46583,0.6875
27,128,46658,0.71875
37,2,47179,0.78125
67,2,49669,0.8125
14149,32,49788,0.90625
8554,8,49872,0.84375
10433,2,49973,0.875
11661,1,56347,0.96875
18,4,56465,1.0
