16,4,4613,0.03125
354,1,5912,0.34375
24,14,5920,0.0625
8,1,6000,0.09375
7127,1,6053,0.125
121,32,6462,0.15625
61,16,6541,0.21875
159,1,6551,0.1875
22238,4,6836,0.4375
11985,32,8773,0.90625
352,1,8783,0.25
28401,32,8867,0.75
90,1,9082,0.28125
64,1,9292,0.3125
106,16,9586,0.375
1758,1,9738,0.40625
40056,128,9799,0.8125
14680,32,9846,0.53125
7021,2,9980,0.59375
294,32,10098,0.46875
193,1,10251,0.5
2281,2,10555,0.5625
9496,8,10604,0.625
5443,8,10625,0.84375
41,1,10692,0.65625
9,16,10707,0.6875
13,1,11921,0.71875
2657,1,12132,0.78125
72,2,12648,0.875
69,2,14046,0.9375
11988,4,14083,0.96875
62,1,14190,1.0
