7436,1,23363,0.03125
3,2,23468,0.0625
97,4,23590,0.09375
22551,8,23764,0.125
35,64,23859,0.875
7,2,34080,0.15625
165,2,35171,0.1875
3,16,35198,0.21875
8,4,35636,0.25
1913,4,36315,0.5
11,64,36438,0.84375
5,5,36654,0.28125
16,8,36673,0.3125
27,1,36771,0.34375
9859,64,36811,0.9375
14,1,37081,0.375
9949,256,37849,0.96875
29,1,37851,0.40625
5,4,37897,0.4375
7,2,37927,0.46875
14,1,38042,0.53125
181,1,38417,0.5625
3055,1,38871,0.6875
14,32,38916,0.59375
8,39,39009,0.625
278,4,39034,0.65625
170,1,39437,0.71875
15536,128,39583,0.90625
39009,140,39592,1.0
56,6,39602,0.75
129,16,39615,0.78125
13850,1,39718,0.8125
