68,1,8951,0.03125
253,1,9152,0.0625
9594,16,9391,0.53125
339,3,9557,0.125
12,32,9668,0.09375
10669,1,9710,0.34375
15,1,9769,0.15625
4849,16,10647,0.1875
20216,1,11086,0.4375
11827,34,11154,0.21875
5,2,16810,0.25
10,1,16923,0.28125
11121,32,17008,0.3125
14,1,17139,0.375
9,1,17385,0.40625
7351,4,17606,0.78125
3,1,18962,0.46875
12663,8,19491,0.71875
146,1,19568,0.5
11,16,20131,0.5625
14956,1,20374,0.6875
72,2,20779,0.625
102,8,20814,0.59375
163,4,20945,0.65625
8,8,22747,0.75
352,4,35388,0.8125
5,1,35772,0.84375
39686,128,36390,1.0
46,1,36545,0.875
9194,4,37101,0.90625
18658,16,38549,0.9375
8677,32,38954,0.96875
