9,32,8581,0.125
8,2,8594,0.15625
23,16,9116,0.21875
5,8,11446,0.03125
104,4,11899,0.1875
111,2,16411,0.40625
10166,1,18244,0.34375
16,16,18692,0.0625
19275,1,18754,0.46875
9504,8,19873,0.3125
2,2,19907,0.09375
22260,4,20111,0.5625
4,1,20171,0.25
16,2,20420,0.28125
7095,16,20492,0.5
10291,2,23965,0.53125
46,32,24367,0.375
4656,1,24412,0.4375
23,16,47840,0.59375
9417,128,49348,0.625
6250,32,49410,0.6875
18,64,50819,0.65625
489,2,50895,0.71875
10139,128,51290,1.0
67,1,52448,0.75
9443,4,52852,0.78125
144,2,53723,0.8125
77,8,53796,0.84375
42,1,53888,0.875
1261,2,53947,0.90625
26,16,54006,0.9375
129,4,54226,0.96875
