43,1,11614,0.033284054242991724
23,1,11710,0.04431365472351328
10166,128,11803,0.04067130429155622
75,1,11827,0.04709859183276213
17,8,12749,0.03560680854012781
17355,32,12808,0.04130063759921366
10427,128,12859,0.03999710721415129
8,7,12885,0.02836131968149076
12792,15,12940,0.03492803634145421
5,16,13034,0.03140197005004944
15120,16,13230,0.033067157691523075
11424,32,13256,0.0361091899722854
6,69,13299,0.030764291370825432
69,1,13317,0.02905708211963575
2882,2,13371,0.02848313740038427
53,2,13400,0.02753532953834667
132,1,13860,0.029708495236748917
30146,16,14053,0.033239993079342056
41,8,14671,0.028144694835547365
13738,128,15100,0.02864324606498311
11641,3,15171,0.029557569375491317
66,8,15187,0.028789764655186696
66,8,15231,0.026221226600320596
49,4,15261,0.01791815616031344
11729,16,15276,0.02830977373593071
59,1,15318,0.0227418036782492
65,1,15356,0.029030121206469386
223,1,15392,0.033646340725994796
51,32,15631,0.022921725779643288
13422,128,15826,0.027410104057724687
45,2,15887,0.024446046482296507
20315,128,16220,0.02729126571544769
