989,32,2801,0.75
13255,1,2821,0.6875
308,4,2836,0.5625
24248,256,2855,1.0
15,1,2942,0.1875
16717,32,2965,0.9375
19,16,2991,0.21875
31994,31,3012,0.90625
13625,64,3058,0.96875
5,8,3082,0.09375
4,2,3145,0.125
11,41,3154,0.625
23,16,3281,0.3125
98,2,3289,0.46875
96,4,3438,0.34375
12311,32,3847,0.84375
2,33,3966,0.03125
4905,157,4035,0.78125
14919,2,4250,0.8125
21,2,4269,0.28125
11,16,4348,0.15625
6785,2,6339,0.53125
56,26,6403,0.375
1905,1,6444,0.59375
7,64,6488,0.0625
8864,1,6500,0.4375
9646,128,6950,0.875
28,2,7051,0.25
955,4,7113,0.65625
212,1,7228,0.5
8962,1,7241,0.71875
67,4,7261,0.40625
