9356,1,13638,0.75
66,33,13793,0.03125
10482,2,14025,0.0625
305,2,14178,0.40625
4,64,14877,0.09375
14361,64,21474,0.25
74,32,22969,0.15625
64,4,22979,0.125
27,8,23017,0.1875
8202,128,24992,0.34375
18,16,25436,0.21875
8,4,25596,0.28125
5100,1,26373,0.375
27,32,26402,0.3125
14,8,28745,0.4375
82,4,28785,0.5
30,2,28826,0.46875
9,2,28860,0.53125
238,8,29059,0.59375
1913,2,29079,0.875
12,1,29171,0.5625
22511,16,29303,0.8125
27,32,29402,0.625
18,1,29420,0.65625
77,1,29430,0.6875
127,16,29488,0.78125
28,19,29533,0.71875
7,2,29650,0.84375
392,8,29706,0.90625
8323,1,29835,1.0
11787,16,29908,0.96875
11,1,29911,0.9375
