11493,1,22151,0.40625
5632,4,26284,0.15625
231,37,26501,0.03125
9318,1,26575,0.21875
24,8,26651,0.0625
22,16,26758,0.09375
7316,2,26777,0.28125
7115,1,27013,0.125
22,16,27122,0.1875
1535,1,27533,0.25
1148,4,27860,0.3125
91,32,27891,0.34375
28,4,28045,0.375
10,16,28376,0.4375
7084,2,28791,0.46875
25,8,28900,0.5
182,16,30240,0.53125
39,32,31263,0.5625
11121,32,31533,0.59375
7671,256,33546,0.65625
5,1,33795,0.625
16229,16,54236,0.6875
9052,8,54607,0.71875
11959,64,55898,0.84375
1242,4,56292,0.75
23201,64,56482,0.875
52,1,56773,0.78125
3,1,56845,0.8125
8836,1,58813,0.90625
3,8,59602,0.9375
4,2,60002,0.96875
4,1,60095,1.0
