S3_V3_D3
33.515395
104.259632
31.035268
68.023652
18.540735
66.556401
15.041688
21.59676
21.02391
31.832774
19.561037
28.082164
25.309737
35.770569
1481.031328
42.847632
27.193566
56.798642
29.951599
51.011911
59.197403
19.553887
1795.626619
64.392288
39.758393
21.448061
41.27131
30.752599
16.512487
27.709925
21.983863
26.489393
366.517991
70.296702
24.104335
127.557334
22.720505
30.001707
20.509115
28.767962
28.653638
19.449218
96.31938
18.298152
27.731445
664.540496
42.71231
80.28245
23.60545
12.84918
