S3_V3_D3
29.00805
53.02287
30.797762
32.085453
20.740203
70.043579
16.579067
25.265533
24.567574
38.845048
22.465058
72.603533
29.72078
107.545464
1918.368783
50.882418
23.495563
40.259846
29.831582
46.801085
51.809475
18.825968
1693.461722
28.754075
42.511275
223.419196
36.158354
22.675975
16.812343
35.4905
25.849903
20.800567
505.1617
73.188556
20.50865
174.642481
20.565416
55.788547
27.808308
25.325421
36.440521
20.127916
91.153882
24.345091
26.651934
624.537935
33.274013
26.470175
21.537808
28.749946
